,Unnamed: 0,State_Name,State_ab,Lat,Lon,Mean,Median,Stdev,easting,northing,zone_number,zone_letter,logMean
369,19221,New York,NY,40.590574,-73.6510657,89880,78077,56590,614148.1785511689,4494182.885161197,18,T,4.953663063747091
370,19222,New York,NY,40.687775,-73.9723679,101892,87110,70751,586832.6860336572,4504605.756731108,18,T,5.008140086928455
371,19223,New York,NY,40.6048438,-73.5586235,157464,179840,86970,621945.0414193321,4495890.899335418,18,T,5.197181279468905
372,19224,New York,NY,40.8779155,-73.62330990000002,119400,300000,67416,615996.7424083417,4526116.785373386,18,T,5.07700432679335
373,19225,New York,NY,40.8601978,-73.60624179999998,66469,46078,57262,617466.2153547878,4524172.672247197,18,T,4.822619145033374
374,19226,New York,NY,40.8275953,-73.6384693,145974,300000,73942,614806.2574975647,4520510.6988917235,18,T,5.164275508783955
375,19227,New York,NY,40.8079116,-73.570122,178731,203439,77908,620605.2259618278,4518417.395030872,18,T,5.252199885249434
376,19228,New York,NY,40.9069174,-73.5105178,144265,138812,84906,625445.8407594103,4529491.972200588,18,T,5.1591609800845974
377,19229,New York,NY,40.8332756,-73.8755275,35044,24226,32251,594808.6538344489,4520857.698420365,18,T,4.544613671662172
378,19230,New York,NY,40.8495235,-73.5288524,113199,113516,77453,624008.7203821128,4523094.40286123,18,T,5.053842590311615
379,19231,New York,NY,40.8293919,-73.5060245,170420,187634,81857,625971.1516761341,4520892.130712383,18,T,5.23152056097025
380,19232,New York,NY,40.7828712,-73.52551070000001,150869,144102,74507,624414.9038956022,4515699.9775339095,18,T,5.178600011730388
381,19233,New York,NY,40.8037167,-73.50656,128294,300000,59660,625974.5689163596,4518041.118201402,18,T,5.108206345947624
382,19234,New York,NY,40.6284585,-73.9989281,58686,37551,60810,584663.3351484962,4497995.3940662285,18,T,4.768534509289877
383,19235,New York,NY,40.7684143,-73.5406425,138227,300000,57497,623164.7695169215,4514073.7516825115,18,T,5.140592882442787
384,19236,New York,NY,40.750755,-73.525735,117624,300000,69033,624455.8926592547,4512134.424880825,18,T,5.070495944224236
385,19237,New York,NY,40.7650004,-73.5139024,64908,54302,36602,625428.0371581705,4513732.661786044,18,T,4.8122982274896895
386,19238,New York,NY,40.783636,-73.511438,104190,300000,61393,625600.9328475575,4515804.939485736,18,T,5.0178260380304245
387,19239,New York,NY,40.788824700000006,-73.4577056,125431,111512,82589,630124.7600177439,4516459.294417722,18,T,5.098404884701319
388,19240,New York,NY,40.7693678,-73.48815,107260,83606,78175,627593.2830131877,4514254.629706818,18,T,5.030437792627049
389,19241,New York,NY,40.7623108,-73.48429990000002,118504,300000,70233,627931.7606658295,4513476.834253139,18,T,5.073733009828054
390,19242,New York,NY,40.7508283,-73.45838690000002,152736,300000,74315,630141.4061680314,4512240.263817252,18,T,5.18394141268615
391,19243,New York,NY,40.720834,-73.4763881,100454,300000,58213,628679.503595637,4508884.046079313,18,T,5.001967234696419
392,19244,New York,NY,40.7295408,-73.4428568,104582,68999,79315,631494.4141742762,4509900.274091628,18,T,5.019456942912058
393,19245,New York,NY,40.62202,-74.0110215,95868,88723,66423,583648.5813063153,4497269.122589472,18,T,4.981673667206229
394,19246,New York,NY,40.7133944,-73.44985340000002,113623,300000,67594,630935.2024601111,4508097.401771283,18,T,5.05546625181543
395,19247,New York,NY,40.7137448,-73.4701386,111362,101604,60561,629221.0463889517,4508106.251740096,18,T,5.0467370220255034
396,19248,New York,NY,40.6979377,-73.4756978,117114,300000,70531,628781.9200190717,4506343.343876638,18,T,5.068608814451682
397,19249,New York,NY,40.68840529999999,-73.4706593,105483,300000,75950,629226.0376101374,4505292.555138906,18,T,5.023182472893469
398,19250,New York,NY,40.65760039999999,-73.4640836,147134,300000,75959,629841.4495287827,4501882.618497801,18,T,5.167713041906146
399,19251,New York,NY,40.6845239,-73.4527175,100309,300000,66000,630749.7247002689,4504888.2264646385,18,T,5.001339900866723
400,19252,New York,NY,40.6669221,-73.45432840000002,105055,300000,64865,630647.9591084667,4502931.865644788,18,T,5.021416727096413
401,19253,New York,NY,40.6318174,-73.4471934,126076,97891,77854,631319.8841497429,4499045.55873213,18,T,5.100632421548677
402,19254,New York,NY,40.6834505,-73.48848000000002,143455,132008,79973,627729.6346050147,4504716.468128107,18,T,5.156715689804511
403,19255,New York,NY,40.6900555,-74.04614240000002,0,0,0,580596.0617860493,4504788.6231321,18,T,-inf
404,19256,New York,NY,40.6683548,-73.96046740000001,53988,37779,52858,587863.7658641865,4502461.824418982,18,T,4.7322972392131915
405,19257,New York,NY,40.6903066,-74.017891,0,0,0,582982.8832993493,4504842.7926900685,18,T,-inf
406,19258,New York,NY,40.7038083,-74.00501949999997,0,0,0,584053.4987398011,4506353.799961245,18,T,-inf
407,19259,New York,NY,40.6986408,-74.00589699999998,0,0,0,583985.8594695865,4505779.335914943,18,T,-inf
408,19260,New York,NY,40.7159065,-73.9820936,100415,91469,69551,585974.6895038999,4507718.967986875,18,T,5.001798592596274
409,19261,New York,NY,40.7075653,-74.00139909999999,63514,49704,51021,584354.6049319739,4506774.321226027,18,T,4.802869464702927
410,19262,New York,NY,40.7159568,-73.993266,71282,300000,67597,585030.9644294214,4507713.674594594,18,T,4.852979876449392
411,19263,New York,NY,40.7183569,-73.9702209,23418,17698,21316,586974.3114986897,4508002.669297436,18,T,4.369549801664892
412,19264,New York,NY,40.7221618,-73.96825009999998,51338,23603,66358,587135.8040849831,4508426.992769976,18,T,4.710438945638841
413,19265,New York,NY,40.7125508,-73.99901209999999,85653,58285,78655,584549.9377815654,4507330.038923198,18,T,4.932742578750784
414,19266,New York,NY,40.721005700000006,-73.98683869999998,94331,77632,58968,585567.3710098873,4508280.378890863,18,T,4.974654438405434
415,19267,New York,NY,40.6405156,-73.9903118,52854,37165,45081,585376.68892515,4499342.120541608,18,T,4.723077860369859
416,19268,New York,NY,40.7255579,-73.9837166,88972,84698,51930,585825.2064355451,4508788.750802166,18,T,4.9492533531759
417,19269,New York,NY,40.7223222,-73.9911397,36693,16069,44487,585202.4419271846,4508422.3372385455,18,T,4.564583220891482
418,19270,New York,NY,40.7273669,-73.9884656,80209,300000,50737,585421.8334135328,4508984.93118669,18,T,4.904223101838281
419,19271,New York,NY,40.7204981,-74.0122662,187377,220441,84528,583420.471816988,4508199.566445025,18,T,5.2727162813964465
420,19272,New York,NY,40.7191639,-73.9966958,82485,54857,83968,584737.204416535,4508066.368840902,18,T,4.916374978737561
421,19273,New York,NY,40.7278421,-73.9715756,64562,64591,41792,586847.5614539924,4509054.25058863,18,T,4.8099769754858555
422,19274,New York,NY,40.7338561,-73.9837297,154075,300000,83996,585813.4380624138,4509709.895442168,18,T,5.187732176402713
423,19275,New York,NY,40.7361115,-73.98721379999998,161984,300000,81382,585516.3492428779,4509956.860871515,18,T,5.209472119142141
424,19276,New York,NY,40.72767329999999,-73.99708299999998,157104,300000,77725,584693.7133812009,4509010.595817599,18,T,5.196187242683592
425,19277,New York,NY,40.7431498,-73.9905172,147114,151229,89018,585228.4319514976,4510734.949143218,18,T,5.167654004022107
426,19278,New York,NY,40.692513,-73.95778490000002,60987,44718,60053,588058.7003718985,4505146.216930795,18,T,4.785237270585277
427,19279,New York,NY,40.7337076,-73.9923293,121655,100393,77632,585087.4693307561,4509685.040766007,18,T,5.085129963063675
428,19280,New York,NY,40.7344214,-73.9968603,116723,111122,85044,584703.9615293539,4509759.896017271,18,T,5.067156441211495
429,19281,New York,NY,40.7299685,-73.9995774,104474,96567,81907,584480.1616360464,4509262.975578656,18,T,5.019008222873233
430,19282,New York,NY,40.7400705,-73.9792317,82536,50897,70049,586185.2321328665,4510404.144022903,18,T,4.91664341753362
431,19283,New York,NY,40.7404366,-73.9840803,119132,300000,68428,585775.3796624109,4510440.034603478,18,T,5.076028432824197
432,19284,New York,NY,40.7354477,-73.99991390000002,142518,151877,83492,584444.8173240889,4509870.880706611,18,T,5.153869719130435
433,19285,New York,NY,40.7448656,-73.9808585,82626,300000,55427,586041.69634358,4510934.8384735435,18,T,4.917116728673471
434,19286,New York,NY,40.7343782,-74.0151997,0,0,0,583155.4343336889,4509737.567987092,18,T,-inf
435,19287,New York,NY,40.7380851,-74.00329659999998,131384,300000,70352,584155.8621718751,4510160.402093331,18,T,5.118542479875194
436,19288,New York,NY,40.7397795,-74.0144915,82593,67870,76259,583208.5040039583,4510337.820481571,18,T,4.916943241143666
437,19289,New York,NY,40.67944310000001,-73.9492697,54079,43209,49060,588795.5248302609,4503703.944919386,18,T,4.733028652266101
438,19290,New York,NY,40.73980529999999,-73.9987713,114127,113208,81958,584535.7802148635,4510355.70436275,18,T,5.057388401331867
439,19291,New York,NY,40.7519695,-73.9840942,0,0,0,585759.3881622102,4511720.2560135815,18,T,-inf
440,19292,New York,NY,40.7525143,-73.9617418,134125,131519,94370,587645.6185628332,4511802.815934242,18,T,5.127509734974008
441,19293,New York,NY,40.7494997,-73.9723847,139350,300000,73807,586751.0911655992,4511457.59851634,18,T,5.144106973049323
442,19294,New York,NY,40.7526586,-73.9700939,125592,112803,78602,586940.3681660711,4511810.526560872,18,T,5.098961976451271
443,19295,New York,NY,40.7471119,-74.0008752,52434,40262,51644,584348.9087822855,4511164.764646961,18,T,4.719612989730973
444,19296,New York,NY,40.7563748,-73.98088609999998,130453,132578,71784,586024.5306744701,4512212.416680627,18,T,5.11545407092926
445,19297,New York,NY,40.755788,-73.9677745,142422,118775,79232,587132.0793471255,4512160.213593222,18,T,5.153577080175987
446,19298,New York,NY,40.7562006,-73.95849890000002,0,0,0,587914.5193042697,4512215.26661248,18,T,-inf
447,19299,New York,NY,40.7600894,-73.9582412,149784,118963,81984,587931.1475632988,4512647.211029668,18,T,5.175465424292489
448,19300,New York,NY,40.6982179,-73.9473445,65376,52856,57605,588933.2570754004,4505790.013367041,18,T,4.815418344952354
449,19301,New York,NY,40.7621475,-73.9631394,137288,115388,94722,587515.0014890061,4512870.778738625,18,T,5.137632578303472
450,19302,New York,NY,40.7612444,-73.9689142,133219,123001,89800,587028.7564371725,4512764.783984687,18,T,5.124566169329007
451,19303,New York,NY,40.7625331,-73.9557917,105300,300000,60088,588134.6763035908,4512920.937953613,18,T,5.0224283711854865
452,19304,New York,NY,40.76527479999999,-73.96085529999998,137483,97826,92299,587703.6799487371,4513220.213671316,18,T,5.1382490002562164
453,19305,New York,NY,40.7597092,-73.99170040000001,54560,30117,57174,585107.4163721761,4512572.014641136,18,T,4.736874361648423
454,19306,New York,NY,40.766056,-73.9529175,108382,100418,66045,588372.6054200062,4513314.898063798,18,T,5.034957160894398
455,19307,New York,NY,40.7684666,-73.9585262,134065,111279,82219,587896.0529688529,4513576.8589654965,18,T,5.127315412520904
456,19308,New York,NY,40.762237,-73.989856,92844,69242,72536,585259.8684617421,4512854.409831582,18,T,4.967753842905225
457,19309,New York,NY,40.7650037,-73.999997,138381,135115,90492,584400.4173649072,4513151.72954338,18,T,5.1410764646755736
458,19310,New York,NY,40.7693334,-73.9500351,134000,300000,78677,588611.5268104258,4513681.622325079,18,T,5.127104798364807
459,19311,New York,NY,40.61263029999999,-73.9903254,66970,51028,56526,585411.060065351,4496246.701381291,18,T,4.8258802989361795
460,19312,New York,NY,40.77170170000001,-73.9561658,123837,300000,80368,588090.9912329488,4513938.347816873,18,T,5.0928504225117255
461,19313,New York,NY,40.7717078,-73.9993718,91179,65516,80013,584444.6972086864,4513896.536807217,18,T,4.959894824794399
462,19314,New York,NY,40.7725278,-73.9480644,129814,115004,90131,588773.5943063896,4514038.218210623,18,T,5.11332153217833
463,19315,New York,NY,40.7749216,-73.953815,84766,300000,51187,588285.119895257,4514298.145323136,18,T,4.928221689835207
464,19316,New York,NY,40.7672922,-73.98617109999998,96825,95996,66534,585564.40813863,4513419.162326822,18,T,4.98598750565812
465,19317,New York,NY,40.7772742,-73.96142569999998,133076,87250,92589,587639.768033852,4514551.670526818,18,T,5.1240997383642375
466,19318,New York,NY,40.7762431,-73.9453168,134964,129437,89137,589000.5114664028,4514453.430117615,18,T,5.130217941188838
467,19319,New York,NY,40.7771918,-73.952161,161104,173131,82087,588421.6890481983,4514551.8215115005,18,T,5.2071063235127095
468,19320,New York,NY,40.7788416,-73.9560743,148569,126310,83744,588089.2809203231,4514731.024962202,18,T,5.171928200182086
469,19321,New York,NY,40.7723544,-73.9824833,148419,160021,87904,585869.1357732011,4513984.708448608,18,T,5.171489501124718
470,19322,New York,NY,40.6108964,-73.999489,62712,45784,59542,584638.062500309,4496045.37777866,18,T,4.797350651438932
471,19323,New York,NY,40.7753625,-73.99210140000002,19366,17622,12131,585053.6066332273,4514309.260461833,18,T,4.287039927517243
472,19324,New York,NY,40.7748578,-73.9806658,132127,115084,90053,586019.2894976441,4514264.385864886,18,T,5.120991574259777
473,19325,New York,NY,40.7813494,-73.9491245,83504,91513,51964,588672.3982876595,4515016.413790407,18,T,4.921707279511385
474,19326,New York,NY,40.7798937,-73.9935495,135355,117966,73861,584925.6324947118,4514810.855664725,18,T,5.131474303197046
475,19327,New York,NY,40.7774175,-73.9787896,127309,300000,69908,586174.3122426384,4514550.374030798,18,T,5.104859106812921
476,19328,New York,NY,40.7865243,-73.95046500000002,119982,109311,79934,588552.4112732593,4515589.515147827,18,T,5.079116096989038
477,19329,New York,NY,40.7856349,-73.9553223,172032,198814,83057,588143.7556198235,4515485.891300473,18,T,5.235609238365675
478,19330,New York,NY,40.7799492,-73.9771934,119448,128764,65220,586305.7317920496,4514832.981982869,18,T,5.077178882455629
479,19331,New York,NY,40.7849584,-73.98982629999998,110510,107159,77008,585233.3305334891,4515376.688765205,18,T,5.043401578910881
480,19332,New York,NY,40.78235770000001,-73.97499870000001,142053,140944,91643,586487.8018603266,4515102.5063838,18,T,5.152450409968056
481,19333,New York,NY,40.6974508,-73.94088520000003,22877,14296,23382,589480.0048483065,4505711.418867938,18,T,4.359399072180887
482,19334,New York,NY,40.7861484,-73.9838791,160871,300000,90144,585733.602383521,4515514.585023782,18,T,5.2064777614694
483,19335,New York,NY,40.7851959,-73.9731196,141320,128719,82301,586642.6706740184,4515419.423876772,18,T,5.1502036287628075
484,19336,New York,NY,40.7890396,-73.9823769,95369,70954,81862,585856.6259809979,4515837.000922844,18,T,4.979407228825493
485,19337,New York,NY,40.793827,-73.9451333,83640,58119,62762,588992.5188508128,4516405.572238423,18,T,4.922414024145635
486,19338,New York,NY,40.7948875,-73.948576,88217,47120,90166,588700.6632882996,4516519.808212626,18,T,4.945552284619003
487,19339,New York,NY,40.7903083,-73.9693891,108996,300000,77505,586950.7659772019,4515990.633633041,18,T,5.037410560236007
488,19340,New York,NY,40.8146752,-73.909389,27011,17912,27416,591979.3045566841,4518756.795416405,18,T,4.431540662915426
489,19341,New York,NY,40.7935107,-73.9326073,36845,28933,34678,590049.7047291789,4516383.2485160725,18,T,4.56637856085881
490,19342,New York,NY,40.7944017,-73.939595,28636,22936,30399,589458.9870461766,4516475.004344799,18,T,4.456912353745796
491,19343,New York,NY,40.7983211,-73.9418511,58643,53287,48956,589263.4017690048,4516907.791205403,18,T,4.768216179404547
492,19344,New York,NY,40.7967863,-73.9769266,95771,46896,84242,586306.440733055,4516702.297840648,18,T,4.981234022161721
493,19345,New York,NY,40.684566,-73.93237590000003,76469,53324,66837,590216.3094403354,4504289.824313108,18,T,4.883485410872576
494,19346,New York,NY,40.799106,-73.9497088,34112,25997,30108,588599.4865636525,4516986.951540893,18,T,4.532907183010459
495,19347,New York,NY,40.7975948,-73.9372599,48344,25408,49164,589651.6903635778,4516831.850188063,18,T,4.6843425812404
496,19348,New York,NY,40.80196160000001,-73.94761940000002,82679,60981,77520,588771.9401972422,4517306.0606594635,18,T,4.917395215208416
497,19349,New York,NY,40.7987751,-73.9294062,33676,21536,35126,590312.6321743596,4516970.933598273,18,T,4.527320500847398
498,19350,New York,NY,40.8004651,-73.935186,40126,42776,21330,589822.7758473936,4517152.600375433,18,T,4.603425868816548
499,19351,New York,NY,40.8028054,-73.9385762,51209,14462,71476,589533.6442058473,4517408.925734735,18,T,4.709346295093871
500,19352,New York,NY,40.806543,-73.9687765,80352,61453,73485,586981.2546540779,4517793.427026958,18,T,4.904996691032828
501,19353,New York,NY,40.808669,-73.9615617,0,0,0,587587.0200727285,4518036.614740137,18,T,-inf
502,19354,New York,NY,40.8096485,-73.942008,77969,59902,65268,589234.9909375573,4518165.069200646,18,T,4.891921964164667
503,19355,New York,NY,40.8159057,-73.9631154,76681,54599,60561,587446.4683804071,4518838.399043547,18,T,4.884687767894732
504,19356,New York,NY,40.6773164,-73.9590603,76429,65566,55548,587970.9189921826,4503458.022817439,18,T,4.8832581772963035
505,19357,New York,NY,40.8137612,-73.939001,65602,61680,45688,589483.0906734566,4518624.6800025655,18,T,4.816917079859248
506,19358,New York,NY,40.8006768,-73.954388,67303,300000,65214,588202.6769303697,4517156.605533989,18,T,4.828034423130479
507,19359,New York,NY,40.8185701,-73.9603228,37351,21449,39467,587678.4797602458,4519136.96047718,18,T,4.572302233692734
508,19360,New York,NY,40.8186544,-73.94618620000001,85783,67666,73925,588870.5604348546,4519160.55719075,18,T,4.933401230299689
509,19361,New York,NY,40.8111222,-73.9469598,45449,24132,51322,588815.3654226374,4518323.6334452005,18,T,4.657524332018719
510,19362,New York,NY,40.8134305,-73.9448116,57616,39893,62647,588993.4669695989,4518582.053559719,18,T,4.76054310402721
511,19363,New York,NY,40.8270084,-73.9554483,0,0,0,588078.3997219156,4520078.573865841,18,T,-inf
512,19364,New York,NY,40.8184725,-73.9413896,54388,53165,41050,589275.3195062198,4519145.239635681,18,T,4.73550308887706
513,19365,New York,NY,40.8311599,-73.9569644,57107,47360,47856,587945.0717293739,4520537.904479988,18,T,4.756689345987442
514,19366,New York,NY,40.8242944,-73.9356565,33929,33393,28330,589750.9656953451,4519797.377910371,18,T,4.530571059737016
515,19367,New York,NY,40.671193,-73.9503749,65876,52707,52039,588713.0606519821,4502787.01781354,18,T,4.818727220876172
516,19368,New York,NY,40.7686335,-73.9404954,0,0,0,589417.579354107,4513613.607379687,18,T,-inf
517,19369,New York,NY,40.8370145,-73.9539618,56061,17598,74303,588190.4852006983,4521190.835879112,18,T,4.748660840313466
518,19370,New York,NY,40.83168010000001,-73.9374382,0,0,0,589590.7790556563,4520615.433627582,18,T,-inf
519,19371,New York,NY,40.8366264,-73.942098,44185,34150,39987,589191.2477193832,4521159.7635111455,18,T,4.6452748593294935
520,19372,New York,NY,40.8428949,-73.93837909999998,30117,26665,19442,589496.3591961354,4521859.417313727,18,T,4.478811708951815
521,19373,New York,NY,40.8464959,-73.95028620000002,61606,56347,56992,588487.764515066,4522247.064664456,18,T,4.789623011515
522,19374,New York,NY,40.8457845,-73.9344552,58655,23374,80984,589823.2539777114,4522184.206103783,18,T,4.768305039125958
523,19375,New York,NY,40.8496217,-73.94013079999998,84165,66849,63017,589339.6502059614,4522604.366506823,18,T,4.925131527759138
524,19376,New York,NY,40.8519438,-73.934294,36864,32556,32302,589828.523911174,4522868.111500117,18,T,4.566602457407099
525,19377,New York,NY,40.856358,-73.9451999,96225,76494,79999,588903.3469333898,4523347.000937855,18,T,4.983287919766629
526,19378,New York,NY,40.6641582,-73.94200740000002,48965,39482,41834,589429.6819973143,4502014.5912781665,18,T,4.689885758842103
527,19379,New York,NY,40.8558577,-73.9316272,70965,61615,49738,590048.0125775128,4523305.330157298,18,T,4.8510442071042466
528,19380,New York,NY,40.8615008,-73.92804890000002,51653,43174,39238,590341.9473132858,4523935.453909907,18,T,4.713095550359208
529,19381,New York,NY,40.864311,-73.92393390000002,61939,49572,43974,590684.9237969731,4524251.666998272,18,T,4.791964189429104
530,19382,New York,NY,40.8675232,-73.92494040000003,64322,52455,50470,590595.7218640485,4524607.210580736,18,T,4.8083595397120975
531,19383,New York,NY,40.8692197,-73.918653,82094,70546,58343,591123.2468799056,4524802.0635712985,18,T,4.914311417020624
532,19384,New York,NY,40.7161398,-74.02030529999998,0,0,0,582746.9050690932,4507708.161287984,18,T,-inf
533,19389,New York,NY,40.6732279,-73.93369270000002,46910,33732,43343,590120.3048304984,4503029.873738191,18,T,4.671265432947158
534,19400,New York,NY,40.5808797,-73.9697024,51038,32521,51931,587196.8892390137,4492742.460844744,18,T,4.707893647570824
535,19405,New York,NY,43.0851657,-75.2572268,58805,50954,48417,479062.84305459476,4770304.476888266,18,T,4.769414254308966
536,19406,New York,NY,43.1020331,-75.2472142,24762,19785,18342,479883.34763945924,4772175.154249404,18,T,4.39378571926106
537,19407,New York,NY,42.6575003,-73.7816778,46221,27906,47071,599853.8380809387,4723501.363407832,18,T,4.664839337287267
538,19408,New York,NY,43.0842867,-75.23436059999997,55462,38959,58842,480923.7815549917,4770201.409852608,18,T,4.743995526498652
539,19409,New York,NY,43.0974159,-75.25970140000003,25726,17010,23152,478865.6336590422,4771665.484173458,18,T,4.410372265301954
540,19410,New York,NY,43.123599,-75.2192192,70155,63852,42469,482167.6583743715,4774563.723364586,18,T,4.846058628964185
541,19411,New York,NY,43.2243366,-75.4773146,41888,34454,39366,461236.68426086276,4785838.0646216115,18,T,4.622089624870662
542,19412,New York,NY,40.67503120000001,-73.9115137,42987,39381,32157,591992.3461503373,4503253.027173905,18,T,4.633337137396425
543,19413,New York,NY,43.2198294,-75.43937170000002,54613,42722,46847,464315.44998455094,4785320.6452664975,18,T,4.737296033844829
544,19414,New York,NY,43.20772120000001,-75.51918520000002,69656,60428,40227,457824.8653087734,4784013.1296275435,18,T,4.842958531451453
545,19415,New York,NY,43.1124482,-75.2739612,53789,51138,42144,477710.6323217342,4773338.5200358005,18,T,4.730693470317932
546,19416,New York,NY,43.1208881,-75.33622530000002,107032,300000,64902,472648.60708249133,4774294.212409532,18,T,5.029513640729282
547,19417,New York,NY,43.3576949,-75.2103308,64492,51460,42227,482956.0625636706,4800558.930794717,18,T,4.809505845312214
548,19418,New York,NY,43.3376492,-75.5221763,61515,58356,33570,457672.03098612564,4798443.6523144115,18,T,4.788981028343166
549,19419,New York,NY,43.15964620000001,-75.6275589,62987,56105,50836,448981.2705834597,4778734.608626665,18,T,4.799250923884519
550,19420,New York,NY,43.0582837,-75.3436266,107056,80588,74983,472018.0384383521,4767344.424136959,18,T,5.029611012535356
551,19421,New York,NY,43.0490776,-75.2982943,48172,300000,30552,475705.875560885,4766307.9732670365,18,T,4.682794677681105
552,19422,New York,NY,42.9721259,-75.2681968,81387,68552,63691,478129.8361935947,4757754.323256446,18,T,4.91055504028052
553,19423,New York,NY,40.68762,-73.9215167,59776,45627,46514,591129.7887934927,4504640.0425917385,18,T,4.776526850213981
554,19424,New York,NY,43.17261120000001,-75.2677403,84290,300000,52790,478238.1117819225,4780018.055565019,18,T,4.9257760538367465
555,19425,New York,NY,43.09116,-75.2441812,27026,13469,42090,480126.63730436994,4770966.970600065,18,T,4.431781772429124
556,19426,New York,NY,43.103084,-75.1909679,0,0,0,484460.5656866706,4772279.898135615,18,T,-inf
557,19427,New York,NY,43.076256,-76.1378045,54800,39780,47643,407373.78078077454,4769911.127485361,18,T,4.738780558484369
558,19428,New York,NY,43.0678446,-76.1271182,72587,68818,46580,408231.1867137769,4768965.286412122,18,T,4.8608588475071794
559,19429,New York,NY,43.0612554,-76.14009920000002,49083,30285,49497,407164.3338170947,4768247.829986942,18,T,4.690931099361164
560,19430,New York,NY,43.0622758,-76.1098792,62029,46917,41788,409626.5997959105,4768328.152519028,18,T,4.792594779746578
561,19431,New York,NY,43.0526383,-76.1712469,34034,18270,35177,404614.6665346472,4767325.826726386,18,T,4.531912994521574
562,19432,New York,NY,43.0461462,-76.163203,19535,13283,19974,405259.7683454909,4766595.761576696,18,T,4.2908134155608035
563,19433,New York,NY,43.0537868,-76.09563680000002,39153,29414,29605,410774.00695370295,4767370.199559261,18,T,4.592765044389603
564,19434,New York,NY,40.6994385,-73.9372349,56550,46617,48147,589785.7390905351,4505935.7907674685,18,T,4.752432609261474
565,19435,New York,NY,43.0388643,-76.14001479999997,20511,7830,38717,407137.4284868744,4765761.1868285015,18,T,4.311986834619701
566,19436,New York,NY,43.0400611,-76.0977558,74101,79401,52415,410581.50243252015,4765848.207064799,18,T,4.869824068863964
567,19437,New York,NY,43.029095700000006,-76.16973349999998,96237,300000,63064,404701.48294277093,4764709.684950325,18,T,4.9833420762628675
568,19438,New York,NY,43.0245237,-76.14556329999998,42596,31550,38724,406663.7270489355,4764174.809633876,18,T,4.629368818363508
569,19439,New York,NY,43.0199057,-76.1526432,30400,26538,21475,406079.8374841127,4763669.874025165,18,T,4.482873583608754
570,19440,New York,NY,43.0071933,-76.14146690000003,33127,32139,26441,406971.32969537616,4762245.720040852,18,T,4.520182107706926
571,19441,New York,NY,43.2050063,-76.1210322,67360,58783,48102,408930.5057154314,4784190.779899935,18,T,4.828402078491593
572,19442,New York,NY,43.15123320000001,-76.04766500000002,54976,49414,42064,414815.96863662545,4778141.883873142,18,T,4.7401731378151295
573,19443,New York,NY,43.1320814,-76.1372873,63251,300000,43519,407499.98432140046,4776110.068461143,18,T,4.801067396109496
574,19444,New York,NY,43.150995,-76.16469959999998,85089,74037,63038,405299.61480038037,4778241.098228239,18,T,4.92987341968412
575,19445,New York,NY,40.6902356,-73.917553,44742,31083,43603,591461.1433509807,4504934.509300626,18,T,4.650715393474295
576,19446,New York,NY,43.1319069,-76.2000282,43929,38046,34265,402396.6958271499,4776161.8613299765,18,T,4.642751317095846
577,19447,New York,NY,43.1576754,-76.22138120000002,85004,79379,52532,400701.6722560335,4779048.619357268,18,T,4.929439362620812
578,19448,New York,NY,43.2114413,-76.2061178,70681,59903,48478,402028.629211786,4785001.526844494,18,T,4.8493026853085475
579,19449,New York,NY,43.1453679,-76.2703949,83876,59879,59283,396696.0846810404,4777741.1126411315,18,T,4.923637711023761
580,19450,New York,NY,43.122837,-76.29553370000002,64018,300000,40698,394613.1772405715,4775270.300819363,18,T,4.806302102133456
581,19451,New York,NY,43.0536924,-76.4371332,74423,54482,53346,382962.8341399728,4767779.429122346,18,T,4.871707172500694
582,19452,New York,NY,40.81987879999999,-73.8498059,30777,22136,32948,596996.9050666504,4519398.679513204,18,T,4.488226284535642
583,19453,New York,NY,43.0509714,-76.2809517,72161,53257,48039,395677.47761948005,4767271.25559968,18,T,4.858302542985558
584,19454,New York,NY,43.08139970000001,-76.21633759999997,73693,300000,47019,400988.78947009984,4770572.058839979,18,T,4.867426236763333
585,19455,New York,NY,43.0432336,-76.2209873,81278,300000,48438,400548.6147538084,4766339.164831432,18,T,4.9099730084283975
586,19456,New York,NY,43.1220848,-76.2240691,92225,82141,51054,400425.3963979354,4775099.377016723,18,T,4.964848663898841
587,19457,New York,NY,40.6910811,-73.904613,51774,37874,46383,592553.3561836339,4505041.914905715,18,T,4.71411171937281
588,19458,New York,NY,43.0903289,-76.17593659999999,47696,35172,41193,404291.4113289622,4771516.758449998,18,T,4.678481958688556
589,19459,New York,NY,43.0826197,-76.1289803,55404,46258,44272,408101.6585906231,4770608.118336876,18,T,4.743541120598766
590,19460,New York,NY,43.099189,-76.0564309,62452,53899,44647,414030.3654022899,4772371.222733354,18,T,4.795546351037705
591,19461,New York,NY,43.0128793,-76.04510450000002,98091,300000,57235,414832.7131557553,4762774.921080701,18,T,4.991629162021702
592,19462,New York,NY,43.0192358,-76.00028929999998,93116,300000,72451,418493.21268099523,4763436.335822184,18,T,4.969024311643881
593,19463,New York,NY,43.0770266,-76.017801,88478,79383,51283,417144.12117173633,4769871.177228496,18,T,4.946835297066627
594,19464,New York,NY,42.92011820000001,-75.98765420000002,104604,300000,58366,419393.43017827923,4752417.247954081,18,T,5.01954829203329
595,19465,New York,NY,43.0068653,-76.2597197,94114,77590,61035,397333.16600640904,4762347.063686678,18,T,4.973654232040409
