,Unnamed: 0,State_Name,State_ab,Lat,Lon,Mean,Median,Stdev,easting,northing,zone_number,zone_letter,logMean
28,18871,New York,NY,43.11221,-77.487176,55308,46808,43831,297639.38792584155,4776278.371948008,18,T,4.742787954172146
29,18873,New York,NY,41.054129,-73.814401,97557,86468,58902,599630.0643655228,4545442.977004352,18,T,4.989258436747493
30,18874,New York,NY,43.099465,-77.443069,78131,300000,52336,301186.88409222616,4774757.357896107,18,T,4.892823382887621
31,18875,New York,NY,40.637142,-73.203324,105935,103487,66101,651932.6619621341,4500029.339659603,18,T,5.025039470924913
32,18876,New York,NY,42.953384,-74.372869,53996,39436,46500,551155.1143100844,4755828.95892259,18,T,4.732361588669807
33,18877,New York,NY,40.90361400000001,-73.302468,136044,117352,84548,642975.8369728108,4529444.458890805,18,T,5.133679392684302
34,18879,New York,NY,40.712115,-73.660449,118794,104838,78105,613148.6018138498,4507662.712983065,18,T,5.074794506026523
35,18880,New York,NY,42.46933,-75.322609,61087,38816,59847,473479.5028100864,4701937.948599294,18,T,4.785948797329788
36,18881,New York,NY,43.049244,-74.345815,44894,33838,39540,553279.0199626472,4766490.915735267,18,T,4.652188302228009
37,18882,New York,NY,43.413407,-73.264393,48424,37284,41510,640515.574213071,4808187.49442835,18,T,4.685060660904496
38,18883,New York,NY,40.864095,-73.363427,102766,86065,74841,637923.3596847377,4524959.45600636,18,T,5.011849452647841
39,18884,New York,NY,42.663379,-77.76666999999998,49589,45917,37799,273258.8502691131,4727146.153563802,18,T,4.695385350500007
40,18885,New York,NY,44.446385,-75.693499,42022,35271,35731,444817.86178859655,4921687.641449187,18,T,4.623476718424375
41,18887,New York,NY,40.897658,-73.161536,140932,138770,83016,654860.3967895732,4529023.172895731,18,T,5.1490096151500095
42,18888,New York,NY,40.641996,-73.694393,118530,106580,71170,610396.9875308807,4499835.790056475,18,T,5.073828284401109
43,18889,New York,NY,41.91905,-74.033686,119931,93481,74414,580129.5903273423,4641239.951985608,18,T,5.078931454898691
44,18890,New York,NY,42.790135,-77.51479300000003,52816,300000,31297,294321.9395914859,4740577.36178428,18,T,4.722765506986236
45,18891,New York,NY,43.304735,-73.581587,48489,41184,40339,615040.2353550149,4795632.775733922,18,T,4.685643227651096
46,18892,New York,NY,40.621346,-73.75699,61577,48669,49455,605136.2899754461,4497466.818632532,18,T,4.7894185264771645
47,18894,New York,NY,44.50474000000001,-73.48209399999998,43523,29368,36824,620660.6018558452,4929056.1766789565,18,T,4.6387188232374905
48,18895,New York,NY,41.930124,-73.996782,54385,39767,48129,583175.4259629424,4642504.632553026,18,T,4.735479132868749
49,18896,New York,NY,41.985218,-73.98975899999998,54304,29971,55971,583685.5813805894,4648628.550964842,18,T,4.734831820637582
50,18898,New York,NY,42.978006,-77.990874,58405,41470,51411,256123.8769565663,4762713.755003944,18,T,4.766450028267501
51,18899,New York,NY,40.685751,-73.37159399999999,94240,83659,62758,637602.6378961126,4505148.329399241,18,T,4.974235277443026
52,18900,New York,NY,41.775216,-74.65965,53197,57826,30637,528285.9789420845,4624875.175582195,18,T,4.725887141314174
53,18901,New York,NY,43.082032,-76.12626800000002,50803,44806,37789,408321.56378406094,4770539.885093787,18,T,4.70588935883857
54,18902,New York,NY,41.367091,-73.741535,107540,92752,75217,605250.5298277922,4580272.912949935,18,T,5.031570032141101
55,18903,New York,NY,43.717814,-76.066815,72313,68424,40848,414064.4913942163,4841084.783453814,18,T,4.859216379185923
56,18904,New York,NY,40.680909,-73.449689,117792,110826,71541,631012.730750661,4504491.449027047,18,T,5.0711157957665725
57,18905,New York,NY,41.450288,-74.389639,66288,50195,53599,550981.4790266632,4588925.022178009,18,T,4.821434915954218
58,18906,New York,NY,43.465218,-76.232574,65725,53720,52306,400295.77496757417,4813216.379222399,18,T,4.8177305947784
59,18907,New York,NY,40.882186,-73.558941,146605,146522,83795,621412.6751137014,4526678.162972506,18,T,5.16614878227905
60,18908,New York,NY,41.10947700000001,-74.076972,54476,33851,53913,577499.9414182234,4551320.631566513,18,T,4.736205211208257
61,18909,New York,NY,42.548118,-75.245292,50009,38752,39457,479860.7603167839,4710665.2074893685,18,T,4.699048170308035
62,18910,New York,NY,42.976549,-75.58652099999998,61026,47774,47786,452175.40273608995,4758377.479688645,18,T,4.785514904695922
63,18911,New York,NY,42.513963,-73.61075,69415,64438,41634,614124.8886068871,4707778.599604053,18,T,4.841453327995523
64,18912,New York,NY,40.760048,-73.564891,85405,72146,65673,621133.4073188333,4513111.244075312,18,T,4.931483297022076
65,18913,New York,NY,41.14102800000001,-74.029368,30711,22682,28621,581457.9240944921,4554866.670136762,18,T,4.4872939580064415
66,18914,New York,NY,42.020017,-76.370402,62956,56516,48893,386540.99748728325,4652907.052423154,18,T,4.799037126703081
67,18915,New York,NY,40.69034600000001,-73.539016,115155,108348,69598,623446.2648516956,4505409.698410576,18,T,5.061282799662529
68,18916,New York,NY,42.345537,-77.66065400000002,72999,58420,51838,280839.6481093415,4691570.936874274,18,T,4.863316910840229
69,18917,New York,NY,43.133853,-76.130571,53629,43505,41945,408048.9065050442,4776299.416468636,18,T,4.729399698911028
70,18918,New York,NY,40.978706,-72.34601500000002,102377,78890,74382,723287.344467374,4539785.844908686,18,T,5.010202399071083
71,18920,New York,NY,43.217635,-77.27933399999998,47392,28001,46716,314869.17836167244,4787505.564973309,18,T,4.675705036841115
72,18921,New York,NY,41.471438,-74.539709,92142,81360,62864,538434.0883788909,4591195.541197741,18,T,4.964457634653551
73,18922,New York,NY,43.060864,-77.22971899999997,50475,37696,40058,318435.58952201984,4769986.467777935,18,T,4.703076327615677
74,18923,New York,NY,41.36695200000001,-73.576503,137645,300000,67056,619053.4221371675,4580471.014271436,18,T,5.138760440125653
75,18924,New York,NY,44.579326,-73.533292,86059,71214,62372,616441.9836996021,4937266.79596083,18,T,4.934796295302136
76,18925,New York,NY,41.609545,-74.296524,54849,36700,52580,558615.182652847,4606664.889449495,18,T,4.739168713981088
77,18926,New York,NY,41.619788,-74.058596,50805,32502,48147,578427.6490432357,4607991.083454888,18,T,4.705906455700312
78,18927,New York,NY,40.953044,-73.090877,142471,124917,77971,660678.3076260678,4535299.445911227,18,T,5.153726472613309
79,18928,New York,NY,43.5854,-75.341412,42318,30454,35912,472437.7012515575,4825882.425057244,18,T,4.626525134228245
80,18929,New York,NY,43.302212,-75.152526,68429,300000,44590,487628.95954390033,4794387.107836695,18,T,4.835240193398982
81,18930,New York,NY,43.247903,-76.722852,49906,34592,43485,360137.7185724648,4789785.566595745,18,T,4.698152762261559
82,18931,New York,NY,41.928804,-73.91028399999998,69076,46708,64718,590348.8095731223,4642445.608999682,18,T,4.839327180831956
83,18932,New York,NY,42.156032,-77.079167,50541,44451,38909,328225.82606696803,4669192.778011805,18,T,4.703643830583212
84,18933,New York,NY,40.679422,-73.583372,79243,67534,55260,619717.8236915559,4504135.664908617,18,T,4.898960908799661
85,18935,New York,NY,40.996564,-72.28964599999998,116759,104216,74675,727968.7611699669,4541914.272210514,18,T,5.067290366751557
86,18936,New York,NY,41.807801,-73.788022,118676,131880,70620,600675.4605907939,4629146.832958321,18,T,5.07436289990295
87,18937,New York,NY,43.06671,-76.75954300000002,51154,38988,37227,356736.24414405006,4769725.250834706,18,T,4.708879599143121
88,18938,New York,NY,42.173212,-77.979508,66943,60110,41180,253903.4429848687,4673306.070917283,18,T,4.825705171037166
89,18939,New York,NY,42.910072,-76.798114,58744,46673,47969,353223.3350336298,4752396.88874747,18,T,4.768963515199759
90,18940,New York,NY,40.889409,-72.455563,101088,71725,81232,714358.5356921784,4529597.3424707865,18,T,5.004699604225055
91,18941,New York,NY,42.947282,-76.428488,102162,80010,78964,383465.9187482907,4755950.449299999,18,T,5.0092893864133625
92,18942,New York,NY,43.057292,-76.212452,55059,42445,44145,401266.3917419281,4767890.286019875,18,T,4.740828319327094
93,18943,New York,NY,40.68134000000001,-73.623334,120592,119291,67767,616337.2390874085,4504294.90691124,18,T,5.081318497927715
94,18944,New York,NY,41.028908,-73.933288,108148,103064,67953,589673.6314169059,4542514.133128533,18,T,5.0340184923650755
95,18945,New York,NY,42.074123,-77.91228199999998,58754,35470,56703,259081.0886941305,4662110.7915241495,18,T,4.769037438923218
96,18946,New York,NY,41.111983,-74.141382,91586,79825,64965,572089.1034770849,4551543.541303271,18,T,4.961829091708983
97,18947,New York,NY,40.90905,-73.049144,103109,95647,64000,664299.8835281455,4530492.928325025,18,T,5.013296574883385
98,18948,New York,NY,41.665846,-73.86747700000002,90594,98913,46507,594282.6821409368,4613296.067331144,18,T,4.957099435500446
99,18949,New York,NY,42.797952,-76.110106,59080,46539,46037,409220.7321826301,4738975.640218733,18,T,4.771440486639912
100,18950,New York,NY,40.775169,-73.727975,119998,108232,76650,607343.2594614533,4514577.447738215,18,T,5.079174007745941
101,18951,New York,NY,42.198052,-76.554511,56251,47574,48335,371657.50731737405,4672935.700268992,18,T,4.750130247505561
102,18952,New York,NY,42.653662,-73.934268,91602,80840,58024,587352.7697848771,4722906.207939949,18,T,4.961904955976601
103,18953,New York,NY,43.077194,-75.713656,52891,41693,44961,441903.8445330906,4769634.235221625,18,T,4.723381778219141
104,18954,New York,NY,41.63706,-74.263278,0,0,0,561359.239285758,4609742.798049939,18,T,-inf
105,18955,New York,NY,43.216363,-77.4219,48232,36172,40085,303285.2434867616,4787689.799595938,18,T,4.683335270857296
106,18956,New York,NY,43.973623,-75.621561,58658,54392,38904,450144.79086204304,4869130.977416793,18,T,4.768327251215769
107,18957,New York,NY,40.695816,-73.65045400000002,108834,98347,70892,614020.6764081247,4505866.3117298335,18,T,5.036764591186388
108,18958,New York,NY,42.637982,-73.594371,96359,300000,59023,615241.7975685643,4721572.214445633,18,T,4.983892284303315
109,18959,New York,NY,42.330568,-75.971618,56782,43173,44985,419950.3548553068,4686936.962452441,18,T,4.7542106853660755
110,18960,New York,NY,44.08372,-73.53706,28726,300000,16112,617125.2887522856,4882211.905118022,18,T,4.458275156139176
111,18961,New York,NY,41.576093,-74.485648,63762,51563,51055,542879.0235844945,4602839.784006223,18,T,4.804561930962418
112,18963,New York,NY,40.7014969,-73.97160229999999,117203,300000,71140,586879.5501978144,4506129.730974762,18,T,5.0689387282927445
113,18964,New York,NY,40.6131411,-73.95312390000002,60976,48829,57396,588557.4126543233,4496340.171202287,18,T,4.785158931428092
114,18965,New York,NY,40.6087339,-73.95231740000001,78908,67319,72165,588631.4608787011,4495851.762483255,18,T,4.8971210359055855
115,18966,New York,NY,40.7164576,-73.9592358,107738,87129,74714,587904.61805485,4507802.771440965,18,T,5.032368909236427
116,18967,New York,NY,43.1671427,-74.2612368,56407,51491,37926,560052.005584761,4779640.849564171,18,T,4.7513330024360485
117,18968,New York,NY,40.7219984,-73.95933659999999,103917,63790,84516,587888.8156451411,4508417.737199405,18,T,5.016686600514431
118,18969,New York,NY,40.7262636,-73.9568789,97871,84134,62028,588090.7587903921,4508893.666697405,18,T,4.99065402575896
119,18970,New York,NY,40.730219,-73.957763,82430,66715,63113,588010.8841123647,4509331.857218993,18,T,4.916085299843703
120,18971,New York,NY,40.5992668,-73.93688259999998,63115,47371,55345,589949.9234440987,4494816.526245565,18,T,4.800132586550861
121,18972,New York,NY,40.7280487,-73.94883,93687,300000,70996,588768.1212628019,4509099.9315497335,18,T,4.9716793324037445
122,18973,New York,NY,40.5994398,-73.9515127,62421,37733,61177,588711.8264276378,4494820.884105108,18,T,4.795330721891043
123,18974,New York,NY,40.5940748,-73.9586719,61425,46412,55058,588113.1248984751,4494218.154851307,18,T,4.788345165152118
124,18975,New York,NY,40.7235304,-73.9429338,105941,103998,69599,589272.0840030159,4508604.346216498,18,T,5.0250640680184215
125,18976,New York,NY,40.5930119,-73.9476257,64312,59703,53338,589049.2378014977,4494111.281909283,18,T,4.808292015654263
126,18977,New York,NY,40.5878962,-73.9362265,61112,46205,55493,590020.6869557783,4493555.007773852,18,T,4.786126497019623
127,18978,New York,NY,43.016001,-74.3628589,58574,45799,42759,551918.9188777768,4762788.6213938035,18,T,4.767704882873966
128,18979,New York,NY,40.58394929999999,-73.94909609999998,59083,41558,47790,588936.8204734863,4493103.80683936,18,T,4.7714625389480965
129,18980,New York,NY,40.5798725,-73.9557672,45510,26994,53165,588377.6090097914,4492644.54840406,18,T,4.658106835506393
130,18981,New York,NY,40.5923335,-73.93443909999998,58102,38731,49223,590165.9856112478,4494049.397198645,18,T,4.76419108202913
131,18982,New York,NY,40.6109971,-73.9402463,102422,100578,73382,589649.6402850093,4496115.214395557,18,T,5.010393252073297
132,18983,New York,NY,40.6199785,-73.93364659999997,56426,37436,49875,590195.8700096431,4497118.938541232,18,T,4.751479264526646
133,18984,New York,NY,40.6090466,-73.92808000000002,115027,300000,72353,590681.5012660265,4495911.163168487,18,T,5.060799793177108
134,18985,New York,NY,40.624995,-73.92720109999998,95720,300000,57236,590734.2733478965,4497682.422834608,18,T,4.9810026899414
135,18986,New York,NY,40.6172158,-73.9191004,79305,81829,50469,591430.0273799837,4496827.276302728,18,T,4.8993005694607925
136,18987,New York,NY,40.6112503,-73.9170851,120152,300000,67361,591608.646995906,4496167.171154888,18,T,5.079731004284611
137,18988,New York,NY,40.5932709,-73.8903599,141250,300000,11479,593894.6535639478,4494199.528466885,18,T,5.149988456491476
138,18990,New York,NY,40.6341061,-73.9270557,91837,84828,59123,590734.2368624895,4498693.953498888,18,T,4.963017688373521
139,18991,New York,NY,40.6240357,-73.93579890000002,64949,57834,56929,590008.370917871,4497567.104713432,18,T,4.812572468760467
140,18992,New York,NY,40.6223292,-73.9431173,131361,123330,82176,589391.6571644299,4497370.213739955,18,T,5.11846644590226
141,18993,New York,NY,40.6214738,-73.9507115,97933,300000,66526,588750.4571674106,4497267.572640183,18,T,4.990929058534368
142,18994,New York,NY,40.6257185,-73.9564859,69672,47416,69541,588256.4530993915,4497732.947723486,18,T,4.84305827754328
143,18995,New York,NY,40.6316094,-73.953177,85433,65483,69696,588528.5315638739,4498390.192475483,18,T,4.931625656984171
144,18996,New York,NY,40.6378537,-73.9414429,55551,44269,43742,589512.5464674603,4499095.217390512,18,T,4.744691881289
145,18997,New York,NY,40.6409778,-73.95369670000002,36339,32427,26014,588472.2111582563,4499429.611817447,18,T,4.560372971941265
146,18998,New York,NY,40.6527602,-73.9576551,46610,38305,35359,588121.994256714,4500733.548882448,18,T,4.668479102932586
147,18999,New York,NY,40.6576399,-73.9534407,63809,44261,57349,588471.8475853197,4501279.45505725,18,T,4.8048819385123
148,19000,New York,NY,42.3971063,-74.0148155,66160,49502,48029,581081.7602976804,4694338.060732739,18,T,4.82059549654449
149,19001,New York,NY,40.6591131,-73.9445488,64254,54670,48534,589221.5824589402,4501451.973685076,18,T,4.80790016895048
150,19002,New York,NY,40.653453000000006,-73.95130970000002,44590,41979,30938,588657.5395368494,4500816.831715257,18,T,4.649237472349607
151,19003,New York,NY,40.645064700000006,-73.94897320000003,85086,43304,91156,588866.2016407447,4499888.04190814,18,T,4.92985810740622
152,19004,New York,NY,40.641524,-73.9416243,76190,68128,48883,589492.3046186094,4499502.456090117,18,T,4.881897973573011
153,19005,New York,NY,40.642285,-73.92745490000001,61206,48048,50828,590689.4075529942,4499601.444665103,18,T,4.786793997948929
154,19006,New York,NY,40.6486244,-73.9448276,57333,52504,36694,589211.9848216093,4500287.385429973,18,T,4.758404667212629
155,19007,New York,NY,40.811457,-73.9121722,29609,21900,25154,591749.0062316001,4518396.6297710175,18,T,4.471423739985866
156,19008,New York,NY,40.654339,-73.92384659999998,64710,35461,63334,590978.1407463686,4500943.234147494,18,T,4.810971399822208
157,19009,New York,NY,40.6536754,-73.9366498,63352,300000,58958,589896.628250043,4500856.403015778,18,T,4.801760329957474
158,19010,New York,NY,40.6615193,-73.93102259999998,68372,60138,54743,590361.7799248346,4501732.889665016,18,T,4.834878283955323
159,19011,New York,NY,40.657488,-73.9206765,51429,37854,52791,591241.8555859292,4501296.0763113815,18,T,4.7112080798586335
160,19012,New York,NY,42.2765146,-73.85924,68479,52803,49906,594065.5149187236,4681108.0508943135,18,T,4.835557409705707
161,19013,New York,NY,40.6569877,-73.9154892,65902,300000,42817,591681.0629458602,4501245.935820703,18,T,4.81889859480317
162,19014,New York,NY,40.6580074,-73.9124095,51629,35880,48041,591940.0156057767,4501362.3442769805,18,T,4.712893713296539
163,19015,New York,NY,40.6662474,-73.91981240000001,27237,24676,22742,591302.95850505,4502269.319098947,18,T,4.435159270818
164,19016,New York,NY,40.6713226,-73.9047719,24914,12290,31423,592567.2627141741,4502848.427170377,18,T,4.396443460112428
165,19017,New York,NY,40.6591038,-73.9091012,23169,15346,24605,592218.1795916831,4501487.5158070065,18,T,4.364907289558034
166,19018,New York,NY,40.6552406,-73.90634969999998,46750,35570,39000,592456.1133801007,4501061.567071131,18,T,4.669781615208537
167,19019,New York,NY,40.6489251,-73.91901490000002,73003,52876,58133,591394.0080648186,4500347.270130063,18,T,4.863340707472166
168,19020,New York,NY,40.6446169,-73.92327970000002,70976,300000,51312,591039.2805066537,4499864.61205029,18,T,4.851111520133047
169,19021,New York,NY,40.6408221,-73.91168590000002,84895,73363,62611,592024.7943389459,4499455.433334173,18,T,4.928882112666166
170,19022,New York,NY,40.64726,-73.907353,103834,88178,70453,592382.3009639996,4500174.619340046,18,T,5.016339584674163
171,19023,New York,NY,43.0434447,-75.1518554,66619,56587,47474,487631.23972629494,4765650.462368898,18,T,4.823598109325716
172,19024,New York,NY,40.6430019,-73.89731529999997,60414,46645,47348,593236.9214552111,4499712.538114813,18,T,4.781137591240428
173,19025,New York,NY,40.6322533,-73.9008897,71182,56531,58828,592949.5926849286,4498515.599962223,18,T,4.852370186207323
174,19026,New York,NY,40.643853,-73.886645,88664,72666,60928,594137.9644577687,4499818.381266941,18,T,4.94774732022681
175,19027,New York,NY,40.6492206,-73.8805957,35440,20205,31163,594641.8795689085,4500420.709049693,18,T,4.549493713215013
176,19028,New York,NY,40.6588417,-73.875959,57144,52769,41312,595020.252749975,4501493.709984551,18,T,4.756970637116486
177,19029,New York,NY,40.6573142,-73.8842981,35214,19694,37875,594317.4488986963,4501315.16946252,18,T,4.546715359897217
178,19030,New York,NY,40.6637279,-73.8859223,38015,27779,39029,594171.1208977319,4502025.388594996,18,T,4.5799549948227725
179,19031,New York,NY,40.6621721,-73.89647070000002,40039,27519,34567,593281.6330997335,4501841.439806935,18,T,4.602483222156301
180,19032,New York,NY,40.6789955,-73.90102850000002,82850,59463,67395,592873.0067090109,4503704.116433737,18,T,4.918292512755356
181,19033,New York,NY,40.6739223,-73.8865225,49384,53223,36043,594106.0522187997,4503156.388437456,18,T,4.6935862639590535
182,19034,New York,NY,43.0215612,-74.98507559999999,37259,34118,27290,501216.03780748474,4763209.243425886,18,T,4.571231194620613
183,19035,New York,NY,40.6688809,-73.8921624,76193,64407,53231,593636.437346246,4502590.738244028,18,T,4.881915073688456
184,19036,New York,NY,40.6705099,-73.8811822,50228,23994,54838,594562.2201557696,4502783.321464411,18,T,4.700945885580284
185,19037,New York,NY,40.6827365,-73.883765,60202,47564,55473,594326.6817700679,4504137.777752616,18,T,4.779610919406259
186,19038,New York,NY,40.6879085,-73.8718976,62611,52051,40374,595322.1778798777,4504724.709797253,18,T,4.796650640233187
187,19039,New York,NY,40.6790412,-73.86591390000002,37577,12374,42038,595840.4998971317,4503746.888445018,18,T,4.574922104783855
188,19040,New York,NY,40.6758956,-73.87316340000002,35744,24977,37330,595232.3164464831,4503389.826084522,18,T,4.553203151435515
189,19041,New York,NY,40.6763414,-73.86436390000001,54190,46980,48664,595975.3637979503,4503448.884268844,18,T,4.733919151012391
190,19042,New York,NY,40.6637329,-73.86285670000002,49993,30274,60692,596120.8489799568,4502050.906277169,18,T,4.6989091988520695
191,19043,New York,NY,40.6439742,-73.96718359999998,127425,95192,81755,587327.8752922927,4499748.749940023,18,T,5.105254642260745
192,19044,New York,NY,43.86318660000001,-75.63039300000001,80474,69072,56155,449342.76592033,4856870.5703226235,18,T,4.905655588685638
193,19045,New York,NY,44.0075967,-76.1096405,64186,54796,45824,411046.70953254774,4873315.071266218,18,T,4.807440311779371
194,19046,New York,NY,43.5813545,-75.5618852,60716,52340,44258,454635.76889329357,4825529.864913124,18,T,4.783303152295371
195,19047,New York,NY,42.8960249,-77.68824079999997,70358,52074,51932,280510.7852982032,4752774.802994726,18,T,4.847313485684387
196,19048,New York,NY,42.89588870000001,-77.6086725,61810,53030,46919,287007.241248433,4752555.1147907935,18,T,4.791058743591825
197,19049,New York,NY,42.7236954,-77.8752072,38664,23381,34022,264591.24718673143,4734141.571873662,18,T,4.587306782130824
198,19050,New York,NY,42.562809,-77.9425043,61726,50083,42154,258458.7327371707,4716464.528918227,18,T,4.790468134504561
199,19051,New York,NY,43.0982901,-75.6497099,54322,46080,42683,447127.62974872533,4771934.665299017,18,T,4.73497575120201
200,19052,New York,NY,43.1170389,-75.7631608,51186,33860,42925,437914.0921441029,4774094.520203705,18,T,4.709151192339796
201,19053,New York,NY,43.0386988,-75.83874499999997,79311,66834,47558,431678.0261859474,4765453.5587473335,18,T,4.899333425753886
202,19054,New York,NY,42.9903103,-75.6855147,63058,56003,41154,444115.95166122814,4759966.737035208,18,T,4.799740192185148
203,19055,New York,NY,42.8152169,-75.5425157,75740,68402,53242,455648.10988695634,4740437.989944612,18,T,4.879325300784807
204,19056,New York,NY,43.985673,-75.8920376,43893,32831,42043,428464.36383005924,4870668.324107452,18,T,4.642395265030891
205,19057,New York,NY,43.1733854,-77.6085802,28515,16093,30557,287972.96782562445,4783372.839786414,18,T,4.455073375921124
206,19058,New York,NY,43.1963718,-77.6527415,31185,23005,25023,284464.28987759945,4786038.546349678,18,T,4.4939457483871506
207,19059,New York,NY,43.1904633,-77.63516109999998,44434,42304,28238,285872.0936206711,4785337.197382475,18,T,4.647715410691554
208,19060,New York,NY,43.175525,-77.633088,17659,11001,20815,285988.34487239714,4783672.853227751,18,T,4.246966106558744
209,19061,New York,NY,43.150366,-77.5892577,96980,59485,86998,289464.4977445483,4780767.552478571,18,T,4.986682179779506
210,19062,New York,NY,43.1465154,-77.5817158,42915,31377,34704,290064.5785241546,4780320.970593796,18,T,4.632609116860944
211,19063,New York,NY,43.1366529,-77.59471190000002,66503,50997,51804,288973.7951227141,4779258.32565332,18,T,4.822841237093455
212,19064,New York,NY,43.1202701,-77.62714620000001,0,0,0,286278.739761275,4777521.12547834,18,T,-inf
213,19065,New York,NY,43.2109164,-77.61948149999998,21014,16711,18457,287217.38508537697,4787568.694692627,18,T,4.322508727921508
214,19066,New York,NY,43.1770269,-77.61807850000002,19336,11785,23116,287213.55843745125,4783801.373077947,18,T,4.286366637399594
215,19067,New York,NY,43.7374206,-76.0122762,66421,55954,47916,418484.3916560789,4843207.262652104,18,T,4.822305409823231
216,19068,New York,NY,43.173527,-77.5680322,55750,48435,49265,291269.36190354754,4783286.62347367,18,T,4.746244871720198
217,19069,New York,NY,43.1648975,-77.57599509999999,27359,30606,19798,290592.60680586303,4782348.133933169,18,T,4.437100219421662
218,19070,New York,NY,43.1638639,-77.55815770000002,64032,63290,31980,292039.1966750765,4782188.8675996885,18,T,4.806397066956118
219,19071,New York,NY,43.1445622,-77.6421952,24702,13424,25033,285139.5481322349,4780257.484403714,18,T,4.392732117381129
220,19072,New York,NY,43.1384602,-77.64212679999999,45326,32997,46187,285123.7262093902,4779579.627608896,18,T,4.656347394448541
221,19073,New York,NY,43.1297641,-77.6467186,51905,46270,34259,284719.74706318264,4778625.64332161,18,T,4.715209195378658
222,19074,New York,NY,43.1564764,-77.5549234,53117,41909,40706,292277.0922163463,4781360.3904465055,18,T,4.725233538494038
223,19075,New York,NY,43.178145,-77.5926286,26911,20330,21663,289285.95910865424,4783861.141800488,18,T,4.42992983624063
224,19076,New York,NY,43.1817958,-77.5670604,29283,26753,16551,291376.52609635505,4784202.524575111,18,T,4.466615567492371
225,19077,New York,NY,43.2234832,-77.6249452,40091,30558,30277,286817.36000941345,4788978.280506272,18,T,4.603046889103241
226,19078,New York,NY,40.6932903,-73.9877087,121197,105949,67127,585529.3479942889,4505202.943194312,18,T,5.083491869833809
227,19079,New York,NY,43.174607,-77.66409300000002,45599,39653,32795,283464.9628459688,4783650.669409287,18,T,4.658955318558207
