,State_Name,State_ab,Lat,Lon,Mean,Median,Stdev,easting,northing,zone_number,zone_letter
19368,New York,NY,40.7686335,-73.9404954,0,0,0,589417.579354107,4513613.607379687,18,T
19369,New York,NY,40.8370145,-73.9539618,56061,17598,74303,588190.4852006983,4521190.835879111,18,T
19370,New York,NY,40.83168010000001,-73.9374382,0,0,0,589590.7790556563,4520615.433627582,18,T
19371,New York,NY,40.8366264,-73.942098,44185,34150,39987,589191.2477193832,4521159.7635111455,18,T
19372,New York,NY,40.8428949,-73.93837909999999,30117,26665,19442,589496.3591961355,4521859.417313726,18,T
19373,New York,NY,40.8464959,-73.95028620000001,61606,56347,56992,588487.764515066,4522247.064664456,18,T
19374,New York,NY,40.8457845,-73.9344552,58655,23374,80984,589823.2539777115,4522184.206103783,18,T
19375,New York,NY,40.8496217,-73.94013079999999,84165,66849,63017,589339.6502059614,4522604.366506823,18,T
19376,New York,NY,40.851943799999994,-73.934294,36864,32556,32302,589828.523911174,4522868.111500117,18,T
19377,New York,NY,40.856358,-73.9451999,96225,76494,79999,588903.3469333898,4523347.000937855,18,T
19378,New York,NY,40.6641582,-73.94200740000001,48965,39482,41834,589429.6819973143,4502014.591278167,18,T
19379,New York,NY,40.8558577,-73.9316272,70965,61615,49738,590048.0125775127,4523305.330157298,18,T
19380,New York,NY,40.861500799999995,-73.92804890000001,51653,43174,39238,590341.9473132858,4523935.453909907,18,T
19381,New York,NY,40.864311,-73.92393390000001,61939,49572,43974,590684.9237969731,4524251.666998272,18,T
19382,New York,NY,40.8675232,-73.92494040000001,64322,52455,50470,590595.7218640485,4524607.210580736,18,T
19383,New York,NY,40.8692197,-73.918653,82094,70546,58343,591123.2468799056,4524802.0635712985,18,T
19384,New York,NY,40.7161398,-74.02030529999999,0,0,0,582746.9050690932,4507708.161287984,18,T
19389,New York,NY,40.6732279,-73.93369270000001,46910,33732,43343,590120.3048304984,4503029.873738191,18,T
19400,New York,NY,40.580879700000004,-73.9697024,51038,32521,51931,587196.8892390137,4492742.460844744,18,T
19405,New York,NY,43.0851657,-75.2572268,58805,50954,48417,479062.8430545948,4770304.476888266,18,T
19406,New York,NY,43.1020331,-75.2472142,24762,19785,18342,479883.34763945924,4772175.154249404,18,T
19407,New York,NY,42.657500299999995,-73.7816778,46221,27906,47071,599853.8380809387,4723501.363407832,18,T
19408,New York,NY,43.0842867,-75.23436059999999,55462,38959,58842,480923.7815549917,4770201.409852608,18,T
19409,New York,NY,43.0974159,-75.25970140000001,25726,17010,23152,478865.6336590422,4771665.484173458,18,T
19410,New York,NY,43.123599,-75.2192192,70155,63852,42469,482167.65837437153,4774563.723364586,18,T
19411,New York,NY,43.2243366,-75.4773146,41888,34454,39366,461236.6842608627,4785838.0646216115,18,T
19412,New York,NY,40.67503120000001,-73.9115137,42987,39381,32157,591992.3461503373,4503253.027173905,18,T
19413,New York,NY,43.2198294,-75.43937170000001,54613,42722,46847,464315.4499845509,4785320.6452664975,18,T
19414,New York,NY,43.20772120000001,-75.51918520000001,69656,60428,40227,457824.8653087734,4784013.129627543,18,T
19415,New York,NY,43.1124482,-75.2739612,53789,51138,42144,477710.63232173416,4773338.5200358,18,T
19416,New York,NY,43.1208881,-75.33622530000001,107032,300000,64902,472648.60708249133,4774294.212409531,18,T
19417,New York,NY,43.3576949,-75.2103308,64492,51460,42227,482956.0625636706,4800558.930794717,18,T
19418,New York,NY,43.3376492,-75.5221763,61515,58356,33570,457672.03098612564,4798443.6523144115,18,T
19419,New York,NY,43.159646200000005,-75.6275589,62987,56105,50836,448981.2705834597,4778734.608626665,18,T
19420,New York,NY,43.058283700000004,-75.3436266,107056,80588,74983,472018.0384383521,4767344.424136959,18,T
19421,New York,NY,43.049077600000004,-75.2982943,48172,300000,30552,475705.875560885,4766307.9732670365,18,T
19422,New York,NY,42.972125899999995,-75.2681968,81387,68552,63691,478129.83619359473,4757754.323256446,18,T
19423,New York,NY,40.68762,-73.9215167,59776,45627,46514,591129.7887934927,4504640.042591739,18,T
19424,New York,NY,43.172611200000006,-75.2677403,84290,300000,52790,478238.11178192246,4780018.055565019,18,T
19425,New York,NY,43.091159999999995,-75.2441812,27026,13469,42090,480126.6373043699,4770966.970600065,18,T
19426,New York,NY,43.103084,-75.1909679,0,0,0,484460.56568667054,4772279.898135615,18,T
19427,New York,NY,43.076256,-76.1378045,54800,39780,47643,407373.78078077454,4769911.127485361,18,T
19428,New York,NY,43.0678446,-76.1271182,72587,68818,46580,408231.1867137769,4768965.286412122,18,T
19429,New York,NY,43.0612554,-76.14009920000001,49083,30285,49497,407164.3338170947,4768247.829986942,18,T
19430,New York,NY,43.062275799999995,-76.1098792,62029,46917,41788,409626.59979591053,4768328.152519028,18,T
19431,New York,NY,43.0526383,-76.1712469,34034,18270,35177,404614.66653464723,4767325.826726386,18,T
19432,New York,NY,43.0461462,-76.163203,19535,13283,19974,405259.76834549085,4766595.761576696,18,T
19433,New York,NY,43.0537868,-76.09563680000001,39153,29414,29605,410774.006953703,4767370.199559261,18,T
19434,New York,NY,40.6994385,-73.9372349,56550,46617,48147,589785.7390905351,4505935.790767469,18,T
19435,New York,NY,43.0388643,-76.14001479999999,20511,7830,38717,407137.42848687444,4765761.1868285015,18,T
19436,New York,NY,43.0400611,-76.0977558,74101,79401,52415,410581.50243252015,4765848.207064799,18,T
19437,New York,NY,43.029095700000006,-76.16973349999999,96237,300000,63064,404701.48294277093,4764709.684950325,18,T
19438,New York,NY,43.0245237,-76.14556329999999,42596,31550,38724,406663.7270489355,4764174.809633876,18,T
19439,New York,NY,43.0199057,-76.1526432,30400,26538,21475,406079.83748411265,4763669.874025165,18,T
19440,New York,NY,43.0071933,-76.14146690000001,33127,32139,26441,406971.3296953762,4762245.720040852,18,T
19441,New York,NY,43.205006299999994,-76.1210322,67360,58783,48102,408930.5057154314,4784190.779899935,18,T
19442,New York,NY,43.15123320000001,-76.04766500000001,54976,49414,42064,414815.96863662545,4778141.883873142,18,T
19443,New York,NY,43.132081400000004,-76.1372873,63251,300000,43519,407499.98432140046,4776110.0684611425,18,T
19444,New York,NY,43.150995,-76.16469959999999,85089,74037,63038,405299.61480038037,4778241.0982282385,18,T
19445,New York,NY,40.6902356,-73.917553,44742,31083,43603,591461.1433509807,4504934.509300626,18,T
19446,New York,NY,43.1319069,-76.2000282,43929,38046,34265,402396.6958271499,4776161.861329977,18,T
19447,New York,NY,43.157675399999995,-76.22138120000001,85004,79379,52532,400701.6722560335,4779048.619357269,18,T
19448,New York,NY,43.2114413,-76.2061178,70681,59903,48478,402028.62921178597,4785001.526844494,18,T
19449,New York,NY,43.145367900000004,-76.2703949,83876,59879,59283,396696.0846810404,4777741.112641132,18,T
19450,New York,NY,43.122837,-76.29553370000001,64018,300000,40698,394613.17724057153,4775270.300819363,18,T
19451,New York,NY,43.0536924,-76.4371332,74423,54482,53346,382962.8341399728,4767779.429122347,18,T
19452,New York,NY,40.81987879999999,-73.8498059,30777,22136,32948,596996.9050666504,4519398.679513204,18,T
19453,New York,NY,43.050971399999995,-76.2809517,72161,53257,48039,395677.4776194801,4767271.25559968,18,T
19454,New York,NY,43.081399700000006,-76.21633759999999,73693,300000,47019,400988.78947009984,4770572.058839979,18,T
19455,New York,NY,43.0432336,-76.2209873,81278,300000,48438,400548.61475380836,4766339.164831432,18,T
19456,New York,NY,43.1220848,-76.2240691,92225,82141,51054,400425.3963979354,4775099.377016723,18,T
19457,New York,NY,40.6910811,-73.904613,51774,37874,46383,592553.3561836339,4505041.914905715,18,T
19458,New York,NY,43.090328899999996,-76.17593659999999,47696,35172,41193,404291.4113289622,4771516.758449998,18,T
19459,New York,NY,43.0826197,-76.1289803,55404,46258,44272,408101.65859062306,4770608.118336876,18,T
19460,New York,NY,43.099189,-76.0564309,62452,53899,44647,414030.3654022899,4772371.222733354,18,T
19461,New York,NY,43.012879299999994,-76.04510450000001,98091,300000,57235,414832.71315575525,4762774.921080701,18,T
19462,New York,NY,43.0192358,-76.00028929999999,93116,300000,72451,418493.21268099523,4763436.335822184,18,T
19463,New York,NY,43.0770266,-76.017801,88478,79383,51283,417144.12117173633,4769871.177228496,18,T
19464,New York,NY,42.920118200000005,-75.98765420000001,104604,300000,58366,419393.4301782792,4752417.247954081,18,T
19465,New York,NY,43.0068653,-76.2597197,94114,77590,61035,397333.1660064091,4762347.063686678,18,T
19466,New York,NY,42.995120899999996,-76.1879527,125553,300000,59285,403163.7747048559,4760957.617873554,18,T
19467,New York,NY,42.9669114,-76.4080173,76730,72561,41269,385172.4268336358,4758102.122243316,18,T
19468,New York,NY,40.6054,-73.96485159999999,51744,33741,54096,587575.4315970745,4495469.137481085,18,T
19469,New York,NY,42.81974879999999,-75.9851628,82923,72816,51087,419466.3703918057,4741269.141429522,18,T
19470,New York,NY,42.994319700000005,-77.3028839,78562,74390,45606,312274.8185242028,4762757.371206664,18,T
19471,New York,NY,42.9601677,-77.2026537,59454,54901,34099,320346.17527768214,4758745.472484683,18,T
19472,New York,NY,42.891434000000004,-77.455276,66570,61636,43978,299517.90363669454,4751683.4058686085,18,T
19473,New York,NY,42.8935149,-77.2954421,75711,64586,49652,312575.7616842581,4751546.011789827,18,T
19474,New York,NY,42.8817829,-77.2707306,62756,41989,63410,314558.3908655179,4750188.386956722,18,T
19475,New York,NY,42.833370200000005,-77.0055156,61897,44839,48642,336090.11303755245,4744261.836182151,18,T
19476,New York,NY,42.8724888,-76.9771056,22196,17992,16545,338514.1139088469,4748551.087651261,18,T
19477,New York,NY,42.738240000000005,-77.4157589,75016,66854,50787,302256.9713433812,4734577.435911184,18,T
19478,New York,NY,41.5063652,-74.0230569,77964,58047,50385,581530.8817358991,4595431.541838579,18,T
19479,New York,NY,40.6056458,-73.98432659999999,66101,52473,56497,585927.4694533683,4495477.228457001,18,T
19480,New York,NY,41.4979742,-74.013518,47789,43116,44512,582337.5907446824,4594509.002862061,18,T
19481,New York,NY,41.4519324,-74.4066223,91576,77724,72370,549561.660849992,4589097.717061267,18,T
19482,New York,NY,41.438075500000004,-74.4149117,40666,26109,37091,548879.6870992839,4587554.626527771,18,T
19483,New York,NY,41.3716225,-74.68797430000001,36992,19139,40138,526093.9104307002,4580058.981347353,18,T
19484,New York,NY,41.540593,-74.0085951,101197,91274,56654,582694.2136893405,4599245.309176646,18,T
19485,New York,NY,41.5296682,-74.10081109999999,118622,113815,73329,575014.9132447031,4597948.256133538,18,T
19486,New York,NY,41.5574376,-74.2075561,114145,300000,65756,566081.3474262195,4600944.084157194,18,T
19487,New York,NY,41.5321084,-74.20595990000001,75155,66033,58925,566240.3022734321,4598133.225205362,18,T
19488,New York,NY,41.502675700000005,-74.3551072,104839,300000,51249,553822.4648246225,4594761.998847061,18,T
19489,New York,NY,41.441261600000004,-74.3864546,91424,108313,53276,551254.5660919694,4587924.801728289,18,T
19490,New York,NY,40.6103302,-73.9710944,56537,40638,52229,587040.8731420127,4496010.220385801,18,T
19491,New York,NY,41.4563179,-74.5269678,71855,300000,28466,539507.1524020018,4589522.662402589,18,T
19492,New York,NY,41.4597608,-74.6766329,47972,33578,43770,527005.8317252753,4589847.373132556,18,T
19493,New York,NY,41.3588273,-74.45170329999999,102148,94075,72606,545861.6936353535,4578736.542372418,18,T
19494,New York,NY,41.3825595,-74.3228904,118828,123088,66705,556615.5901931446,4581447.371920219,18,T
19495,New York,NY,41.4589229,-74.0532467,74619,51885,61208,579069.0155546501,4590136.431462505,18,T
19496,New York,NY,41.4653553,-74.02579200000001,83321,74055,56322,581353.9080518126,4590876.0106574455,18,T
19497,New York,NY,41.41615720000001,-74.0430642,139524,135978,72838,579971.9106261267,4585397.942227365,18,T
19498,New York,NY,41.3901692,-74.19878299999999,132337,300000,64336,566984.9290446948,4582380.695031139,18,T
19499,New York,NY,41.3642274,-74.0253448,113324,105073,57557,581517.6029095537,4579649.257577748,18,T
19500,New York,NY,41.325426799999995,-74.1780682,106457,300000,65563,568784.9183806643,4575209.351803848,18,T
19501,New York,NY,40.6180934,-73.9732468,75657,53750,69265,586848.7328151935,4496869.846422933,18,T
19502,New York,NY,41.29393220000001,-74.199652,137850,300000,66540,567010.8649609617,4571696.032176299,18,T
19503,New York,NY,41.316306899999994,-74.273949,116140,300000,62422,560769.3643564384,4574125.308372881,18,T
19504,New York,NY,41.2327466,-74.37379159999999,114013,300000,86845,552479.5278978947,4564783.695576448,18,T
19505,New York,NY,41.2796965,-74.29052829999999,0,0,0,559414.9093253994,4570049.477262887,18,T
19506,New York,NY,41.3354593,-74.1588068,42356,25158,46442,570386.0602622421,4576338.583745239,18,T
19507,New York,NY,41.4503841,-74.4327842,73966,62992,49667,547377.6148210389,4588911.175053325,18,T
19508,New York,NY,41.485666200000004,-74.1394873,123503,108943,66844,571836.9440608138,4593030.262740823,18,T
19512,New York,NY,40.6245015,-73.9742801,79512,56293,69193,586753.0371838462,4497580.157793199,18,T
19513,New York,NY,43.5475286,-76.1507372,52878,39324,37662,407042.1033577846,4822263.015036883,18,T
19514,New York,NY,43.2588398,-75.9637341,66752,55167,54342,421777.92839865224,4790010.019245101,18,T
19515,New York,NY,43.3673541,-76.2594959,61522,52791,40802,397953.78208119806,4802380.401256903,18,T
19516,New York,NY,43.36042,-76.3696644,93752,80287,62746,389015.0291990512,4801750.973664664,18,T
19517,New York,NY,43.321222799999994,-76.4275311,35720,31021,28444,384251.53493108315,4797476.452771607,18,T
19518,New York,NY,43.402443299999995,-76.555037,92461,81798,62077,374080.96106788574,4806681.283373084,18,T
19519,New York,NY,43.4625868,-76.5144378,53063,38636,45753,377489.9310850663,4813300.232061936,18,T
19520,New York,NY,43.471171000000005,-76.49391259999999,56577,43712,44929,379167.43725304503,4814223.597056736,18,T
19521,New York,NY,42.7592222,-74.9632005,90147,300000,84273,503011.15191938076,4734078.052011408,18,T
19522,New York,NY,42.6718225,-75.1909438,57638,52866,46072,484353.91058882646,4724389.962451202,18,T
19523,New York,NY,40.7138604,-73.9384989,79546,71659,61163,589659.604535653,4507535.427371275,18,T
19524,New York,NY,42.563215899999996,-74.7870347,54367,53371,37948,517480.90113911417,4712334.496743735,18,T
19525,New York,NY,42.4567251,-75.0456479,46417,300000,37843,496246.7032791766,4700488.924468521,18,T
19526,New York,NY,42.4814928,-75.15487040000001,45000,38242,34685,487271.144816663,4703249.688400076,18,T
19527,New York,NY,41.474832299999996,-73.5489082,99464,88675,60867,621160.6356602052,4592486.385716166,18,T
19528,New York,NY,41.4689359,-73.6606523,89782,300000,50095,611840.3444750472,4591681.246148732,18,T
19529,New York,NY,41.429493,-73.949901,115013,300000,74307,587739.7866543373,4586968.701917622,18,T
19530,New York,NY,41.3699018,-73.8601553,114228,86509,82744,595325.5529181533,4580447.723518615,18,T
19531,New York,NY,41.358346000000004,-73.77141280000001,101853,88316,86581,602765.4377758648,4579266.196963061,18,T
19532,New York,NY,41.4269646,-73.66596059999999,124123,300000,69374,611468.9020932646,4587014.661811213,18,T
19533,New York,NY,41.4242906,-73.6173882,113101,108763,63436,615532.3256309894,4586781.467046698,18,T
19534,New York,NY,40.7078076,-73.94135379999999,45739,30483,48652,589426.5597555158,4506860.615052484,18,T
19535,New York,NY,40.693292299999996,-73.8661578,79616,63779,68627,595799.4761884487,4505328.59058171,18,T
19536,New York,NY,40.744843700000004,-73.951409,122806,97705,82604,588528.0600211002,4510961.693204237,18,T
19537,New York,NY,40.6950787,-73.85525,101625,93891,61115,596718.5221295109,4505538.843781291,18,T
19538,New York,NY,40.6971881,-73.8465756,85882,71093,63425,597448.3524387724,4505782.587327428,18,T
19539,New York,NY,40.6923881,-73.84437220000001,76854,65956,57944,597641.5212967197,4505252.199956191,18,T
19540,New York,NY,40.6847731,-73.8581871,68447,50644,50975,596485.2305966637,4504391.622452602,18,T
19541,New York,NY,40.6815361,-73.84299490000001,67169,58417,51761,597773.7557679255,4504049.084718101,18,T
19542,New York,NY,40.7645328,-73.9337656,82567,67214,57500,589991.0870743047,4513165.278532663,18,T
19543,New York,NY,40.7603485,-73.9292728,83587,300000,60243,590375.9579980788,4512705.406536549,18,T
19544,New York,NY,40.673544799999995,-73.84868940000001,69062,65744,53116,597304.1471538009,4503155.677250156,18,T
19545,New York,NY,40.712201799999995,-73.9474623,79142,69903,60015,588904.7051441087,4507342.199779459,18,T
19546,New York,NY,40.762030700000004,-73.92204100000001,97214,81067,80608,590984.0830027068,4512899.617725741,18,T
19547,New York,NY,40.764484499999995,-73.920024,63060,47340,47716,591150.9761532927,4513174.102321459,18,T
19548,New York,NY,40.771503700000004,-73.92216450000001,76510,65991,55752,590960.7400746861,4513951.06766187,18,T
19549,New York,NY,40.764543599999996,-73.92732990000002,70882,58461,62582,590534.2604065344,4513173.098376147,18,T
19550,New York,NY,40.7600215,-73.9407223,58799,300000,30816,589409.9714618764,4512657.377216603,18,T
19551,New York,NY,40.6814105,-73.8365114,63343,300000,53143,598321.8457811322,4504042.375678276,18,T
19552,New York,NY,40.6854,-73.8312082,57883,41819,50480,598764.1178682015,4504491.184324505,18,T
19553,New York,NY,40.78106,-73.9150773,82034,69450,60454,591545.7332795993,4515019.267496084,18,T
19554,New York,NY,40.685683000000004,-73.82496400000001,79898,63301,64983,599291.3504014611,4504529.635956407,18,T
19555,New York,NY,40.6840981,-73.83907459999999,75124,52410,63355,598101.2942147258,4504337.853133739,18,T
19556,New York,NY,40.648751399999995,-73.96036720000001,52889,46183,39963,587897.9645449388,4500285.835567262,18,T
19557,New York,NY,40.772229700000004,-73.9104558,102482,93200,62224,591947.8779161017,4514043.866130532,18,T
19558,New York,NY,40.772758700000004,-73.9035141,61213,48610,50956,592532.9725325293,4514109.888640791,18,T
19559,New York,NY,40.693653499999996,-73.8374117,76926,70644,45810,598227.7827646415,4505400.426668641,18,T
19560,New York,NY,40.705279700000006,-73.83497940000001,75955,65008,52019,598416.1788797587,4506693.740303625,18,T
19561,New York,NY,40.70372570000001,-73.8290482,77203,61434,56953,598919.5324500581,4506527.89720363,18,T
19562,New York,NY,40.6984968,-73.8284961,70361,50538,58433,598973.9141321235,4505948.0733406525,18,T
19563,New York,NY,40.8072371,-73.8749566,38878,25806,42335,594893.8959003165,4517967.804040858,18,T
19564,New York,NY,40.6934064,-73.821155,79716,71716,53035,599601.718353599,4505391.298749766,18,T
19565,New York,NY,40.7600351,-73.9175962,94237,82248,61256,591361.9814182038,4512682.709067458,18,T
19566,New York,NY,40.755786900000004,-73.91834250000001,52890,43051,47244,591304.8006832004,4512210.349050619,18,T
19567,New York,NY,40.68508,-73.8165573,65281,45629,47740,600002.6390946308,4504472.23158484,18,T
19568,New York,NY,40.7157159,-73.9551571,103963,88760,72006,588250.0968865213,4507724.528185141,18,T
19569,New York,NY,40.6843144,-73.8120017,67631,45357,58898,600388.751247463,4504392.438853798,18,T
19570,New York,NY,40.7446893,-73.93027729999999,54324,40506,46247,590312.3589025924,4510966.082075106,18,T
19571,New York,NY,40.6761566,-73.7991566,59706,58257,35150,601486.5909894739,4503501.619029135,18,T
19572,New York,NY,40.7387097,-73.9224312,85252,67771,67489,590982.9335738744,4510310.404709713,18,T
19573,New York,NY,40.74008189999999,-73.927999,69822,66070,51764,590510.9561475134,4510456.973167065,18,T
19574,New York,NY,40.68946939999999,-73.7999085,72798,66568,51057,601402.863675085,4504978.566022153,18,T
19575,New York,NY,40.7303893,-73.92180359999999,68090,49099,54163,591047.2683125176,4509387.430083727,18,T
19576,New York,NY,40.709445200000005,-73.82363690000001,92545,82191,72077,599368.174558485,4507168.911554296,18,T
19577,New York,NY,40.7132006,-73.8144642,65647,48476,57294,600137.3883181494,4507596.207029579,18,T
19578,New York,NY,40.739349,-73.91759420000001,57789,300000,35762,591390.4707773321,4510386.396346235,18,T
19579,New York,NY,40.6262195,-73.9602546,68111,48180,57366,587937.0481897331,4497784.787777467,18,T
19580,New York,NY,40.7366667,-73.9020404,93408,300000,62943,592707.4686080138,4510104.950587521,18,T
19581,New York,NY,40.743115100000004,-73.9042554,71269,58311,59435,592511.5038363737,4510818.434629171,18,T
19582,New York,NY,40.7445685,-73.9165163,57782,50208,40363,591474.3306360169,4510966.922691924,18,T
19583,New York,NY,40.7501044,-73.9051748,77956,64284,62347,592424.2013355764,4511593.331680578,18,T
19584,New York,NY,40.74721160000001,-73.90060090000001,41460,36279,34703,592814.3556597275,4511277.035548229,18,T
19585,New York,NY,40.7453276,-73.8880322,63195,46396,51165,593878.1100332497,4511081.264475984,18,T
19586,New York,NY,40.745212,-73.8794868,49588,28666,41498,594599.734758703,4511077.607179297,18,T
19587,New York,NY,40.7521977,-73.87277309999999,44442,36039,29451,595156.5924654623,4511860.332545169,18,T
19588,New York,NY,40.7526941,-73.8779449,52589,41860,31545,594719.2940875182,4511909.841895246,18,T
19589,New York,NY,40.7522203,-73.882592,62777,45984,44995,594327.6671604102,4511852.240968938,18,T
19590,New York,NY,40.7052376,-73.96528599999999,32462,16493,48130,587408.2722320093,4506551.2387070935,18,T
19591,New York,NY,40.6825052,-73.7778558,84894,77485,76781,603277.021671689,4504231.172870046,18,T
19592,New York,NY,40.6786338,-73.78304179999999,67454,300000,47956,602844.7207070286,4503795.338136264,18,T
19593,New York,NY,40.751932700000005,-73.89948299999999,69463,48090,53614,592902.1620117818,4511802.296890377,18,T
19594,New York,NY,40.758683000000005,-73.9030015,68282,52557,65976,592595.7686502163,4512547.914143481,18,T
19595,New York,NY,40.758059700000004,-73.8961589,53250,56333,30593,593174.2218759699,4512485.966168201,18,T
19596,New York,NY,40.661214799999996,-73.76521240000001,84503,300000,40476,604378.6743165487,4501882.723167547,18,T
19597,New York,NY,40.7644351,-73.8827319,87927,300000,59557,594298.592435246,4513208.030858367,18,T
19598,New York,NY,40.6752752,-73.7718092,64398,300000,46431,603799.215839944,4503435.714627901,18,T
19599,New York,NY,40.759023799999994,-73.87983829999999,88711,300000,45977,594550.4887183356,4512610.447016992,18,T
19600,New York,NY,40.768015399999996,-73.8712399,69778,300000,43022,595263.4345144031,4513617.888594126,18,T
19601,New York,NY,40.7180847,-73.96326090000001,121513,112231,81107,587562.5138399097,4507979.369522436,18,T
19602,New York,NY,40.7596838,-73.8694173,66624,56220,46481,595429.1763743969,4512694.993754688,18,T
19603,New York,NY,40.75971,-73.85997950000001,78233,72674,53520,596225.7713205701,4512708.209411152,18,T
19604,New York,NY,40.7556614,-73.8687135,62724,49209,51665,595494.3398440592,4512249.240670005,18,T
19605,New York,NY,40.742969,-73.84239840000001,0,0,0,597734.2831805386,4510869.252416322,18,T
19606,New York,NY,40.7518089,-73.8535818,53196,51715,32180,596777.2515044201,4511838.159155664,18,T
19607,New York,NY,40.7506523,-73.8604325,58239,52904,36920,596200.5912614728,4511702.235131363,18,T
19608,New York,NY,40.7503823,-73.86561400000001,62513,50792,47482,595763.5555710451,4511666.596068913,18,T
19609,New York,NY,40.6996318,-73.7807705,58304,47327,44059,603004.3292476207,4506128.929901353,18,T
19610,New York,NY,40.7437159,-73.8538128,54237,43019,39447,596769.4832197271,4510939.5171164395,18,T
19611,New York,NY,40.7026771,-73.78462370000001,76405,300000,74865,602674.1145046322,4506462.470255458,18,T
19612,New York,NY,40.602852500000004,-73.9414035,79269,62005,64261,589562.6187565065,4495209.946321175,18,T
19613,New York,NY,40.705768,-73.7818011,36046,36258,25535,602907.812885525,4506808.886542224,18,T
19614,New York,NY,40.712650399999994,-73.796012,63957,49395,53145,601696.8423065542,4507556.3333066655,18,T
19615,New York,NY,40.7377217,-73.8698383,64260,57826,44678,595425.0341340812,4510256.5699589,18,T
19616,New York,NY,40.7098547,-73.787975,65107,300000,57314,602379.9987194724,4507255.326548113,18,T
19617,New York,NY,40.7454564,-73.87458559999999,56241,49600,42229,595013.1804556559,4511110.031605301,18,T
19618,New York,NY,40.7112968,-73.7772983,57387,49579,40851,603279.6538338602,4507427.910895777,18,T
19619,New York,NY,40.7336448,-73.8756413,64017,44886,55706,594940.8454850994,4509797.711120567,18,T
19620,New York,NY,40.7128891,-73.7730046,71776,53499,68284,603639.874801302,4507609.726535391,18,T
19621,New York,NY,40.7158173,-73.75993740000001,74945,56033,61661,604739.050270798,4507950.282226751,18,T
19622,New York,NY,40.7323708,-73.8942499,87823,68286,70134,593371.2869530338,4509636.330044452,18,T
19623,New York,NY,40.5994398,-73.9515127,54447,35920,54071,588711.8264276378,4494820.884105108,18,T
19624,New York,NY,40.7311285,-73.8833525,75086,57819,55665,594293.2520567306,4509510.0723324185,18,T
19625,New York,NY,40.705793,-73.7596688,99170,300000,62323,604777.4519475079,4506837.826741627,18,T
19626,New York,NY,40.710410100000004,-73.7501194,97094,300000,64349,605576.867186846,4507361.7960056495,18,T
19627,New York,NY,40.7246283,-73.90029399999999,60728,49897,50895,592871.6688986504,4508770.445295509,18,T
19628,New York,NY,40.718970299999995,-73.9066375,72099,61351,56486,592343.7619777063,4508135.676746142,18,T
19629,New York,NY,40.7001025,-73.749092,101673,97306,50844,605679.947863567,4506218.8074908005,18,T
19630,New York,NY,40.7105131,-73.9165504,69096,64342,49228,591518.0994477356,4507186.4919691915,18,T
19631,New York,NY,40.7055479,-73.9126214,61659,45276,55667,591856.807965379,4506639.421905085,18,T
19632,New York,NY,40.702191,-73.9078131,67174,52153,54937,592267.6317612389,4506271.822298728,18,T
19633,New York,NY,40.7277903,-73.7401593,65825,58346,46847,606390.5336514189,4509303.159731426,18,T
19634,New York,NY,40.5923379,-73.95145079999999,73825,53976,66463,588726.4529463355,4494032.603105748,18,T
19635,New York,NY,40.694404,-73.90173109999999,63297,61484,50619,592792.252675766,4505413.818504995,18,T
19636,New York,NY,40.696866299999996,-73.8921828,100838,89759,61411,593595.5531173632,4505697.278480709,18,T
19637,New York,NY,40.7034917,-73.8900443,63139,50123,48949,593766.938728367,4506435.023702282,18,T
19638,New York,NY,40.706989,-73.7375538,92728,71896,71132,606643.7622394363,4506997.207463621,18,T
19639,New York,NY,40.7062404,-73.9050398,44438,29337,36457,592496.3206694508,4506724.249968368,18,T
19640,New York,NY,40.710208,-73.90265079999999,63419,52929,50242,592692.631975808,4507167.199463578,18,T
19641,New York,NY,40.698294700000005,-73.7406666,77698,69552,47853,606394.6415251672,4506028.2975517735,18,T
19642,New York,NY,40.693603700000004,-73.7413143,98638,89008,66120,606347.379706736,4505506.776293474,18,T
19643,New York,NY,40.6818554,-73.7318753,114286,105413,61549,607163.729235793,4504214.093956762,18,T
19644,New York,NY,40.7100147,-73.8726646,64811,57353,59226,595225.8780618653,4507177.819541121,18,T
19645,New York,NY,40.581409,-73.958696,56265,45124,50875,588127.7119955597,4492812.171434624,18,T
19646,New York,NY,40.681974100000005,-73.7481021,104756,98350,76337,605792.2514613972,4504207.60956835,18,T
19647,New York,NY,40.676516299999996,-73.7405087,111994,300000,64172,606442.6336317669,4503610.922390869,18,T
19648,New York,NY,40.6698269,-73.733074,126553,300000,59202,607081.6767838174,4502877.380794991,18,T
19649,New York,NY,40.7091221,-73.85225,89526,80384,60146,596951.626080587,4507101.0678951675,18,T
19650,New York,NY,40.6598103,-73.7295645,78645,61910,55550,607394.3786826583,4501769.747428944,18,T
19651,New York,NY,40.717510299999994,-73.88179029999999,84784,74901,63345,594444.4227667367,4508000.031001614,18,T
19652,New York,NY,40.647172,-73.7430499,104452,300000,63165,606274.4365622529,4500350.423824666,18,T
19653,New York,NY,40.7244752,-73.8781025,82108,70641,60833,594746.024191679,4508777.158364583,18,T
19654,New York,NY,40.663709600000004,-73.75007590000001,119799,300000,65775,605654.2817029142,4502177.744292323,18,T
19655,New York,NY,40.6603465,-73.7554142,93066,88771,63984,605208.3169582081,4501798.014816071,18,T
19656,New York,NY,40.608074,-73.9403,85369,70376,59843,589649.004169465,4495790.681305746,18,T
