,State_Name,State_ab,Lat,Lon,Mean,Median,Stdev,easting,northing,zone_number,zone_letter
19904,New York,NY,40.8349775,-73.1782475,135045,300000,62378,653597.4699517703,4522035.242708879,18,T
19905,New York,NY,40.837889700000005,-73.1337688,115920,115786,63494,657340.9079070077,4522437.49124952,18,T
19906,New York,NY,40.7941006,-73.2433584,79875,72949,53171,648198.4801185902,4517385.214388449,18,T
19907,New York,NY,40.795047499999995,-73.216144,89698,300000,65174,650492.384031201,4517536.69610122,18,T
19908,New York,NY,40.8068436,-73.17105129999999,108293,99516,70195,654269.4283520901,4518924.619964446,18,T
19909,New York,NY,40.757096000000004,-73.2861477,89531,74954,57765,644668.689856624,4513205.785045097,18,T
19910,New York,NY,40.7703277,-73.2532537,82421,76857,55878,647416.1976464347,4514729.433568021,18,T
19911,New York,NY,40.747108700000005,-73.2289481,127171,300000,59543,649519.5939900172,4512192.96512691,18,T
19912,New York,NY,40.696738399999994,-73.95674040000002,39652,27995,34417,588141.3843212905,4505616.310629507,18,T
19913,New York,NY,40.7842611,-73.20215970000001,68444,54975,58074,651696.7603013775,4516363.361210314,18,T
19914,New York,NY,40.770065100000004,-73.1956686,70014,42703,62020,652276.9124888611,4514798.665889014,18,T
19915,New York,NY,40.7506153,-73.1871913,88923,80867,56168,653037.0093436778,4512654.2352282265,18,T
19916,New York,NY,40.7703685,-73.1464445,112217,300000,69902,656430.6916974955,4514918.978551667,18,T
19917,New York,NY,40.7956723,-73.08249709999998,110617,105372,65380,661766.3927318337,4517844.096511976,18,T
19918,New York,NY,40.7470728,-73.2962652,86182,79944,58879,643836.2247657455,4512076.454718601,18,T
19919,New York,NY,40.702842700000005,-73.2999569,108581,300000,59265,643619.6217126311,4507160.35848041,18,T
19920,New York,NY,40.708702,-73.2719126,103236,90457,61232,645976.113432499,4507857.0450653825,18,T
19921,New York,NY,40.7135126,-73.2494774,109792,300000,61599,647860.7173558719,4508428.613765872,18,T
19922,New York,NY,40.735292,-73.2136402,106748,300000,44338,650838.7145944784,4510907.359778825,18,T
19923,New York,NY,43.581354499999996,-75.5618852,58152,48037,43466,454635.76889329357,4825529.864913124,18,T
19924,New York,NY,40.7125775,-73.19552420000001,72278,52764,61512,652420.3188600556,4508417.059719705,18,T
19925,New York,NY,40.7400063,-73.1278763,126385,300000,55194,658069.7607610344,4511581.6456628665,18,T
19926,New York,NY,40.7328417,-73.0831134,140202,136578,83255,661866.8251573632,4510867.869981486,18,T
19927,New York,NY,40.7569216,-73.0531345,68188,46006,55710,664339.1564232287,4513596.802102163,18,T
19928,New York,NY,40.930854499999995,-73.13891020000001,178886,300000,68538,656687.9171140932,4532748.824805268,18,T
19929,New York,NY,40.9099053,-73.1214531,0,0,0,658207.6957186633,4530454.553716955,18,T
19930,New York,NY,40.908436,-73.08723509999999,150106,300000,73203,661093.1918563463,4530353.901802719,18,T
19931,New York,NY,40.8694705,-73.11625749999999,121167,117847,81553,658741.9265055377,4525975.053746972,18,T
19932,New York,NY,40.8892573,-73.06760390000001,121894,300000,56386,662793.6561918281,4528261.092420453,18,T
19933,New York,NY,40.9434593,-73.028696,154709,141212,75923,665935.9658459147,4534351.579891669,18,T
19934,New York,NY,42.7236954,-77.8752072,45123,38401,33733,264591.24718673143,4734141.571873662,18,T
19935,New York,NY,40.960982200000004,-73.0107265,139944,142919,89822,667404.3615596683,4536331.214185767,18,T
19936,New York,NY,40.887386,-72.9831063,94210,76962,60601,669917.3164955251,4528214.012545607,18,T
19937,New York,NY,40.9524864,-72.95681009999998,118205,300000,70989,671963.9430159281,4535492.739029021,18,T
19938,New York,NY,40.8829598,-73.01064170000001,100813,96378,59404,667608.5764856867,4527669.517004643,18,T
19939,New York,NY,40.9612515,-72.8851948,140928,145848,74451,677968.2346095337,4536609.256784692,18,T
19940,New York,NY,40.96208920000001,-72.9416939,89138,93027,56137,673211.151972713,4536588.691934046,18,T
19941,New York,NY,40.8333222,-73.102389,84286,53193,72584,659997.6472861953,4521987.276526675,18,T
19942,New York,NY,40.843178,-73.06014300000001,105422,98954,56996,663535.5956201584,4523159.45420637,18,T
19943,New York,NY,40.8430508,-73.0295734,124185,115702,76271,666113.1673484597,4523202.870899459,18,T
19944,New York,NY,40.8228427,-73.0698496,109037,100243,61526,662767.0006530852,4520883.839063425,18,T
19945,New York,NY,43.07899329999999,-75.7597243,57531,49208,45093,438155.38572405576,4769866.983447002,18,T
19946,New York,NY,40.8171121,-73.10078990000001,86387,85285,52974,660171.4946140405,4520190.633127483,18,T
19947,New York,NY,40.86316729999999,-72.962088,71446,53029,56198,671750.7633412757,4525566.351570473,18,T
19948,New York,NY,40.8399903,-72.9885183,126496,300000,66160,669582.2515943368,4522941.795492812,18,T
19949,New York,NY,40.751642499999996,-73.0350153,90711,82896,69695,665881.8529639452,4513044.847666901,18,T
19950,New York,NY,40.784034000000005,-73.0238888,78072,300000,56638,666740.1769109434,4516661.882585456,18,T
19951,New York,NY,40.7757062,-72.98507420000001,74395,300000,55041,670036.7156935768,4515811.912201074,18,T
19952,New York,NY,40.7892525,-72.98673409999999,99398,108481,59549,669862.1001167705,4517312.543652505,18,T
19953,New York,NY,40.8087649,-72.97410140000001,127817,300000,55148,670877.9369689291,4519503.284706265,18,T
19954,New York,NY,40.7694329,-72.91616479999999,109603,85668,74453,675868.8057602335,4515251.3867927585,18,T
19955,New York,NY,40.8214103,-72.774517,83554,68340,62652,687677.7642957881,4521315.544069814,18,T
19956,New York,NY,42.8408125,-75.5015238,62338,48042,46558,459016.2109655362,4743259.50893319,18,T
19957,New York,NY,40.8238306,-72.8526921,100244,300000,62761,681078.1117400408,4521419.694069031,18,T
19958,New York,NY,40.774845,-72.8836037,90197,300000,49238,678602.5396038694,4515918.028860131,18,T
19959,New York,NY,40.7522734,-72.8549691,54046,42026,42576,681080.4611140282,4513470.928332704,18,T
19960,New York,NY,40.7938537,-72.7997563,97272,300000,62273,685625.9619058144,4518202.500812908,18,T
19961,New York,NY,40.9553118,-72.81565970000001,127693,137303,72035,683836.7404082197,4536093.824529647,18,T
19962,New York,NY,40.9250901,-72.66944009999999,76430,60476,52102,696233.1767479561,4533056.56593358,18,T
19963,New York,NY,40.980189700000004,-72.5313642,98059,94138,71433,707687.3119008845,4539493.077855966,18,T
19964,New York,NY,41.100862,-72.3635667,100363,78079,81201,721400.4740900884,4553303.672592375,18,T
19965,New York,NY,41.2024343,-72.118732,88039,300000,62423,741589.782569652,4565232.791898926,18,T
19966,New York,NY,40.890919700000005,-72.6314771,107071,300000,88339,699532.6754474982,4529348.842434674,18,T
19967,New York,NY,43.1861951,-77.64014399999999,47070,37118,39779,285452.21497265255,4784875.940141322,18,T
19968,New York,NY,40.8161834,-72.7090115,98036,300000,67230,693217.527169972,4520877.672922629,18,T
19969,New York,NY,40.8241255,-72.5868779,83855,69485,51266,703494.6227109862,4522035.976479139,18,T
19970,New York,NY,40.926500299999994,-72.3050375,125437,117305,70157,726914.0793298186,4534095.2712530885,18,T
19971,New York,NY,40.9275064,-72.4206917,77041,64253,64668,717171.8108598003,4533913.117676645,18,T
19972,New York,NY,41.0182902,-72.3049103,124561,117763,79872,726610.2358555216,4544286.701044002,18,T
19973,New York,NY,40.99038579999999,-72.23311679999999,127841,135058,81608,732745.7123923323,4541377.540402592,18,T
19974,New York,NY,40.9859592,-72.1087437,117900,101123,84082,743225.2817727213,4541225.217946865,18,T
19975,New York,NY,40.7971027,-73.2757537,90687,75948,56108,645458.7831844233,4517664.227068906,18,T
19976,New York,NY,41.9628261,-74.7890905,73409,300000,37706,517477.18985091645,4645670.371536576,18,T
19977,New York,NY,41.820753100000005,-74.7319955,61443,52198,61583,522257.6849845529,4629909.6698635975,18,T
19978,New York,NY,43.1392979,-77.6079993,48479,37198,41713,287902.2391473325,4779585.6476061605,18,T
19979,New York,NY,41.770726700000004,-74.6178671,42499,300000,1826,531760.7133401667,4624391.338264604,18,T
19980,New York,NY,41.694069,-74.5615533,61926,300000,34026,536484.5593002994,4615902.818246268,18,T
19981,New York,NY,41.5634288,-74.527401,52324,42564,38495,539405.9644086903,4601413.897293946,18,T
19982,New York,NY,41.559858899999995,-74.65984509999998,113610,110638,59013,528364.1326016343,4600965.598332484,18,T
19983,New York,NY,41.7041801,-74.7960259,53873,44969,40744,516970.66685931856,4616952.626281941,18,T
19984,New York,NY,41.567366899999996,-74.8865216,61393,45537,54841,509461.4005854561,4601749.499661619,18,T
19985,New York,NY,42.230947,-76.3324517,49285,38674,36496,390048.4578718277,4676277.910429087,18,T
19986,New York,NY,42.0445028,-76.2056792,82280,71192,57853,400217.34727814543,4655420.49779408,18,T
19987,New York,NY,42.0641044,-76.3693292,58279,52715,46318,386708.18001869216,4657800.786904352,18,T
19988,New York,NY,42.083470899999995,-76.4931488,67461,59963,50057,376501.2598968039,4660122.613541215,18,T
19989,New York,NY,43.2109164,-77.61948149999999,34094,20768,35357,287217.385085377,4787568.694692627,18,T
19990,New York,NY,42.441169200000004,-76.48803690000001,24571,11959,38616,377617.9567352438,4699833.197426959,18,T
19991,New York,NY,42.477969200000004,-76.5011486,95433,63358,74887,376611.86687294295,4703938.502088707,18,T
19992,New York,NY,42.4178534,-76.55362159999999,43681,21900,57481,372176.517237748,4697340.8328143805,18,T
19993,New York,NY,42.4196815,-76.44373279999999,54968,21099,60243,381221.1997176872,4697384.2685074415,18,T
19994,New York,NY,42.439220399999996,-76.6396859,71794,63855,60007,365141.2671646973,4699846.591426638,18,T
19995,New York,NY,42.4758783,-76.30049790000001,71615,54897,58517,393101.2292141334,4703433.964873252,18,T
19996,New York,NY,42.5786235,-76.5103607,88114,300000,53751,376053.85914299695,4715128.850169572,18,T
19997,New York,NY,42.0503778,-73.9494038,70941,60100,54198,586939.7272346243,4655903.54138476,18,T
19998,New York,NY,42.0233957,-74.0853443,81857,68554,67942,575722.1959616597,4652778.455659164,18,T
19999,New York,NY,41.9472156,-74.26545829999999,72089,64065,52065,560883.4254689071,4644176.541066386,18,T
20000,New York,NY,43.167656,-77.5814998,30287,22736,29135,290154.5491895926,4782668.277918956,18,T
20001,New York,NY,41.9945544,-73.9734694,60345,50743,48538,585022.5559421966,4649681.222571971,18,T
20002,New York,NY,41.9365425,-73.9734907,54140,300000,36809,585097.964772749,4643240.134077864,18,T
20003,New York,NY,41.9336585,-74.003284,33625,25460,26869,582631.7857106067,4642890.7782912655,18,T
20004,New York,NY,41.9352791,-74.0345486,66175,54106,53976,580037.7704736161,4643041.049645826,18,T
20005,New York,NY,41.8318607,-74.0006735,76191,300000,50547,582979.8296136126,4631590.846173475,18,T
20006,New York,NY,41.873886600000006,-74.1641532,86425,54763,76014,569359.630226887,4636111.863092064,18,T
20007,New York,NY,40.8308225,-73.9136512,32203,20830,35244,591597.614995358,4520544.827020656,18,T
20008,New York,NY,41.7626199,-74.0717295,60917,43753,57126,577162.5997551411,4623837.075977941,18,T
20009,New York,NY,41.7304772,-74.00486090000001,77283,300000,61399,582762.3966371367,4620330.552310355,18,T
20010,New York,NY,41.638530700000004,-74.06057220000001,69664,54047,57053,578240.3444884531,4610070.167602014,18,T
20011,New York,NY,41.6347909,-74.30203279999999,103493,300000,52074,558133.49436716,4609464.024773234,18,T
20012,New York,NY,43.137536299999994,-77.6307939,31795,23938,28651,286042.2164021648,4779447.999634608,18,T
20013,New York,NY,41.7244505,-74.3959557,77336,50696,70510,550240.8582294061,4619359.279535714,18,T
20014,New York,NY,42.023540399999995,-74.36729229999999,56390,36658,54721,552380.1421951125,4652583.507422797,18,T
20015,New York,NY,43.3203951,-73.6389363,52094,45357,48360,610360.5265039488,4797294.531418393,18,T
20016,New York,NY,43.337371600000004,-73.69832609999999,82922,67715,60690,605515.5152304212,4799103.095362414,18,T
20017,New York,NY,43.3459649,-73.78972009999998,56240,44168,47137,598093.0827738247,4799945.962402366,18,T
20018,New York,NY,43.657554299999994,-74.0641865,51229,47175,37940,575458.3641619696,4834264.7285417905,18,T
20019,New York,NY,43.5794141,-73.6576306,77174,300000,68720,608381.1200245849,4826036.322839926,18,T
20020,New York,NY,43.463897700000004,-73.5313656,58936,52739,51250,618802.2010718801,4813379.453640563,18,T
20021,New York,NY,43.4220008,-73.30601899999999,54007,45099,39513,637126.0564523385,4809072.574894567,18,T
20022,New York,NY,43.2306036,-73.55918570000001,48515,44004,35883,616999.0419517363,4787431.161380534,18,T
20023,New York,NY,43.1402401,-77.56165340000001,105098,85767,70735,291674.72780972824,4779573.933877582,18,T
20024,New York,NY,43.0804566,-73.3832759,64363,54486,48975,631605.6488572448,4771017.821831401,18,T
20025,New York,NY,43.216056,-77.3108572,47001,27660,46373,312303.8847770113,4787400.474515065,18,T
20026,New York,NY,43.2591916,-77.1923519,82880,70827,59389,322055.24785968766,4791931.874217636,18,T
20027,New York,NY,43.060521,-77.2369058,29268,15238,32753,317849.33714775596,4769963.95901158,18,T
20028,New York,NY,43.097675,-77.0482603,70430,57201,48629,333311.95484799077,4773697.678628716,18,T
20029,New York,NY,43.0379335,-77.0834025,33952,24411,24040,330287.17466611543,4767133.590463498,18,T
20030,New York,NY,43.1712677,-76.8325485,48162,42717,30132,351045.8606974301,4781464.128889114,18,T
20031,New York,NY,40.9263635,-73.8982255,51963,28023,54742,592764.7934083287,4531167.086241861,18,T
20032,New York,NY,40.9216146,-73.9080468,79272,67156,61830,591944.448882228,4530629.534773028,18,T
20033,New York,NY,40.9386815,-73.90212259999998,97711,80933,59649,592419.49913446,4532530.394468346,18,T
20034,New York,NY,43.1505481,-77.6617317,38216,28420,32568,283571.92176939873,4780972.59652412,18,T
20035,New York,NY,40.9440834,-73.8892923,51752,32877,47008,593491.9565414668,4533143.7086302005,18,T
20036,New York,NY,40.9614732,-73.8811309,66904,300000,45330,594154.2292569756,4535082.938592667,18,T
20037,New York,NY,40.9368537,-73.88467490000001,26689,16285,36914,593890.8641568938,4532346.078308793,18,T
20038,New York,NY,40.9210949,-73.88639559999999,143414,300000,59253,593768.2866783437,4530594.829744996,18,T
20039,New York,NY,40.9249893,-73.87206429999999,98907,300000,68349,594969.4647703279,4531042.6153714275,18,T
20040,New York,NY,40.9042347,-73.8619595,80800,73671,57046,595850.2563352468,4528749.649148902,18,T
20041,New York,NY,40.9132127,-73.8620694,105596,300000,69264,595828.0358731651,4529746.184479814,18,T
20042,New York,NY,40.949108,-73.86318790000001,58614,55517,47018,595682.0375408583,4533729.743498086,18,T
20043,New York,NY,40.9775734,-73.8348036,80606,65355,55053,598028.9693750395,4536921.204571845,18,T
20044,New York,NY,40.981576700000005,-73.8217287,122517,124230,65742,599122.9994881774,4537380.374852366,18,T
20045,New York,NY,43.158075700000005,-77.6337593,31907,32454,22990,285872.7947286769,4781736.664860014,18,T
20046,New York,NY,40.949468100000004,-73.8494167,53292,300000,24197,596840.61376562,4533784.884681629,18,T
20047,New York,NY,40.926716299999995,-73.8448028,67616,60783,52254,597262.3290259107,4531264.294670176,18,T
20048,New York,NY,40.927029499999996,-73.8612327,108271,111832,67440,595878.5273372759,4531280.919626362,18,T
20049,New York,NY,40.9058091,-73.8401352,65436,50932,52805,597686.1037904886,4528948.564310608,18,T
20050,New York,NY,40.9064456,-73.8246183,48547,42854,32913,598992.044763762,4529036.664992344,18,T
20051,New York,NY,40.9191283,-73.8430524,67622,52274,65453,597420.8509139209,4530423.889582237,18,T
20052,New York,NY,40.914741799999994,-73.8316038,39920,36074,26589,598391.4049574682,4529949.754266369,18,T
20053,New York,NY,40.9220585,-73.81284190000001,85352,60705,73183,599960.3645571095,4530783.265161801,18,T
20054,New York,NY,40.938765100000005,-73.82365420000001,209392,300000,67438,599024.98565186,4532625.5879906425,18,T
20055,New York,NY,40.9766504,-73.801518,121853,100378,88131,600830.7782520588,4536856.624894766,18,T
20056,New York,NY,43.1922795,-77.5728426,41897,36027,32489,290942.395399094,4785381.2698609475,18,T
20057,New York,NY,40.9412467,-73.81003340000001,167238,196856,85371,600167.8606816151,4532916.591898527,18,T
20058,New York,NY,40.8930678,-73.8059277,190909,212250,69712,600586.4889963763,4527572.899067433,18,T
20059,New York,NY,40.903222,-73.7855757,60062,43865,47933,602285.2964241616,4528723.721757621,18,T
20060,New York,NY,40.9048199,-73.7933349,95189,76469,68915,601629.3146448415,4528892.064012717,18,T
20061,New York,NY,40.912951,-73.7888876,64708,49547,51613,601991.3924043,4529799.883866566,18,T
20062,New York,NY,40.9295355,-73.7970547,157337,168021,82350,601278.2790166946,4531631.463181355,18,T
20063,New York,NY,40.974097799999996,-73.7847261,150034,300000,83563,602247.487389137,4536592.771334208,18,T
20064,New York,NY,40.9577187,-73.7543491,80146,71150,51574,604829.2441729499,4534810.482152946,18,T
20065,New York,NY,40.9183259,-73.7453488,128665,300000,74502,605649.4490095144,4530448.239655496,18,T
20066,New York,NY,40.9575165,-73.72932349999999,102187,72032,78929,606935.6786854711,4534818.356127109,18,T
20067,New York,NY,43.2492063,-77.4555983,102319,94633,59821,300655.1948004757,4791417.179432833,18,T
20068,New York,NY,40.944671299999996,-73.6863755,176084,197818,76790,610571.5522784794,4533445.817069725,18,T
20069,New York,NY,40.9994059,-73.6741625,61729,42633,44990,611507.3710965542,4539537.59917655,18,T
20070,New York,NY,41.0115471,-73.6611743,50143,35129,36166,612579.0815561702,4540902.108586905,18,T
20071,New York,NY,41.033843299999994,-73.687753,160145,300000,82602,610306.86304415,4543343.362614979,18,T
20072,New York,NY,40.965410999999996,-73.71494609999999,113607,101808,60418,608132.7713260356,4535712.438414136,18,T
20073,New York,NY,41.0437622,-73.7441155,93490,300000,51104,605553.0996291678,4544374.778173606,18,T
20074,New York,NY,41.042748100000004,-73.76630779999999,79263,73024,60542,603689.4586821898,4544235.585644955,18,T
20075,New York,NY,41.030164500000005,-73.783162,100315,96999,70858,602292.3468891222,4542818.739133659,18,T
20076,New York,NY,41.029016999999996,-73.7619559,139989,300000,88714,604076.8636100349,4542716.425363847,18,T
20077,New York,NY,41.002055799999994,-73.755025,131454,122175,74558,604702.2138191718,4539731.658012852,18,T
20078,New York,NY,43.1028109,-77.4008057,100985,98744,65227,304636.9876528804,4775029.544307293,18,T
20079,New York,NY,40.984439,-73.7642065,175387,300000,71018,603957.7083171402,4537764.994673008,18,T
20080,New York,NY,41.0039451,-73.792938,174028,208066,86417,601510.7690280977,4539896.624143419,18,T
20081,New York,NY,40.9913115,-73.8855681,96713,68641,87770,593738.5726925933,4538390.5770994155,18,T
20082,New York,NY,41.013549600000005,-73.8393809,134649,300000,88578,597590.7912058878,4540909.890557561,18,T
20083,New York,NY,41.0040761,-73.8077253,155243,140178,77268,600266.9715615464,4539894.080065663,18,T
20084,New York,NY,41.049841,-73.78144859999999,130505,300000,74567,602405.8780296458,4545005.111456985,18,T
20085,New York,NY,41.0551624,-73.83445490000001,147176,300000,73330,597943.2988027666,4545534.986246279,18,T
20086,New York,NY,41.0342581,-73.8670276,137888,125244,83561,595236.2300991311,4543178.264293725,18,T
20087,New York,NY,41.0771988,-73.868318,106201,300000,78840,595065.909792713,4547943.857603764,18,T
20088,New York,NY,41.1158766,-73.822643,140967,300000,80006,598844.8638185998,4552288.466451078,18,T
20089,New York,NY,43.113803999999995,-77.52398690000001,113938,92558,75342,294649.59820255055,4776544.970097219,18,T
20090,New York,NY,41.120126899999995,-73.77577629999999,118072,108164,75330,602773.0015485351,4552814.549464117,18,T
20091,New York,NY,41.069423799999996,-73.7627863,141318,156072,70619,603943.4339791602,4547201.157817542,18,T
20092,New York,NY,41.2123816,-73.583842,161993,300000,86338,618719.549165734,4563300.625861477,18,T
20093,New York,NY,41.2482114,-73.64076429999999,130736,300000,85623,613885.3024751701,4567202.21825645,18,T
20094,New York,NY,41.2338145,-73.7025873,109816,84279,70641,608729.1262747577,4565524.7105428735,18,T
20095,New York,NY,41.1627321,-73.73787990000001,146870,141413,84622,605885.8960995584,4557589.807433224,18,T
20096,New York,NY,41.1403331,-73.8475045,167126,300000,83471,596721.6545426177,4554975.595088727,18,T
20097,New York,NY,41.1621446,-73.851105,74622,300000,65395,596387.5264926961,4557393.015328869,18,T
20098,New York,NY,41.1791921,-73.846304,148465,300000,72583,596765.227886603,4559290.885611174,18,T
20099,New York,NY,41.261295399999995,-73.9480759,104547,300000,61306,588118.7799754225,4568297.493579746,18,T
20100,New York,NY,43.129031,-77.5611705,105121,95781,63301,291675.9293243055,4778327.868950164,18,T
20101,New York,NY,41.2916594,-73.91442109999998,29943,19152,26840,590895.9187100509,4571703.11355851,18,T
20102,New York,NY,41.248831700000004,-73.95336359999999,70071,300000,49559,587692.4965521937,4566908.462213133,18,T
20103,New York,NY,41.3044814,-73.93072149999999,106661,103458,66345,589513.5247221867,4573109.644913395,18,T
20104,New York,NY,41.319623299999996,-73.84349920000001,119859,300000,68076,596792.9694540523,4574884.302466981,18,T
20105,New York,NY,41.2882235,-73.7922032,162230,148397,70053,601134.763678513,4571456.835587322,18,T
20106,New York,NY,41.3132769,-73.78816929999999,137897,139005,86275,601433.7157979618,4574242.934731926,18,T
20107,New York,NY,41.3164321,-73.75554890000001,151598,144356,71618,604159.1686848296,4574631.86659365,18,T
20108,New York,NY,41.2430899,-73.6770955,0,0,0,610849.8303438814,4566586.652623375,18,T
20111,New York,NY,43.05333710000001,-77.68424870000001,66907,63018,43297,281395.0963147249,4770234.948854872,18,T
20114,New York,NY,42.6034394,-76.948305,58968,51024,45012,340176.80890210916,4718618.741511295,18,T
20115,New York,NY,42.5997418,-77.116341,78604,68498,50890,326381.7102233643,4718539.2595150415,18,T
20116,New York,NY,40.8267039,-73.90746999999999,32995,26175,27897,592124.504738634,4520094.104986127,18,T
20117,New York,NY,43.242071100000004,-77.65299870000001,56547,51462,37077,284604.4384575578,4791114.579367214,18,T
20118,New York,NY,43.2146208,-77.6682627,63205,51292,43974,283267.79587219807,4788105.394676638,18,T
20119,New York,NY,43.115619200000005,-77.76058990000001,80599,66172,55065,275405.37516534375,4777353.755102414,18,T
20120,New York,NY,43.1857382,-77.8104262,76176,62079,52307,271612.059685228,4785276.011796601,18,T
20121,New York,NY,43.216182399999994,-77.9306616,52472,43960,46722,261959.14531644268,4788992.5056805685,18,T
20122,New York,NY,42.95186939999999,-74.1740142,56328,52452,40121,567377.4373122961,4755800.931935838,18,T
20123,New York,NY,42.862019700000005,-74.2610923,66760,53855,49888,560361.8664970954,4745757.2758708745,18,T
20124,New York,NY,40.8375595,-73.7102316,94508,79387,67320,608738.7173994223,4521525.277252056,18,T
20125,New York,NY,40.810474400000004,-73.6467038,132572,113521,87022,614141.2429760698,4518599.341149791,18,T
20126,New York,NY,40.7486674,-73.6919165,133678,122032,72458,610430.0918674894,4511680.279944291,18,T
20127,New York,NY,40.8408659,-73.85085670000001,60581,50224,47521,596877.7334130779,4521727.2844056925,18,T
20128,New York,NY,40.747142499999995,-73.6510435,108821,100874,65778,613883.3391568313,4511563.237473026,18,T
20129,New York,NY,40.7595706,-73.5730887,66983,51565,63144,620442.303563767,4513046.961974921,18,T
20130,New York,NY,40.6921611,-73.7035213,111854,93898,72561,609542.9856221281,4505393.069407561,18,T
20131,New York,NY,40.7014128,-73.65321390000001,97310,86195,69073,613777.966242263,4506484.024772554,18,T
20132,New York,NY,40.7109138,-73.63517709999999,65213,43744,63845,615285.3901329902,4507562.235997274,18,T
20133,New York,NY,40.7316354,-73.5988665,115824,104044,81486,618315.9007382658,4509910.820672538,18,T
20134,New York,NY,40.707417,-73.5745946,95704,63669,81084,620409.1967287185,4507255.350265881,18,T
20135,New York,NY,40.7291729,-73.52814040000001,109475,106227,63119,624293.0000799899,4509735.187890485,18,T
20136,New York,NY,40.6820805,-73.71454940000001,114916,102844,72113,608627.5376987688,4504260.354059932,18,T
20137,New York,NY,40.6557909,-73.7185419,120292,108528,77793,608332.684390428,4501337.08811255,18,T
20138,New York,NY,40.8430165,-73.92034190000001,36558,29544,28335,591016.7841473027,4521891.500651222,18,T
20139,New York,NY,40.66211920000001,-73.6792627,112157,94298,72767,611642.8293846392,4502088.714073081,18,T
20140,New York,NY,40.6786357,-73.6329879,167955,192769,84874,615526.0676310469,4503981.972082115,18,T
20141,New York,NY,40.6693142,-73.61080059999999,114993,106400,69981,617417.5249143261,4502976.612589798,18,T
20142,New York,NY,40.6633563,-73.5837561,68530,48261,59231,619714.0983925317,4502351.715387804,18,T
20143,New York,NY,40.6887431,-73.53117320000001,102833,101718,65080,624111.9411040638,4505242.811162331,18,T
20144,New York,NY,40.6793876,-73.5165815,130719,118206,79700,625362.4746558284,4504224.980490108,18,T
20145,New York,NY,40.5920323,-73.6683683,79723,65019,65301,612681.5254514941,4494322.475980284,18,T
20146,New York,NY,40.8560058,-73.630291,71689,57414,57386,615446.5663009526,4523675.327583249,18,T
20147,New York,NY,40.9096329,-73.56961,120921,103254,77768,620463.948499469,4529710.365626221,18,T
20148,New York,NY,40.7828712,-73.52551070000001,116105,109612,74210,624414.9038956022,4515699.9775339095,18,T
20149,New York,NY,40.8376586,-73.9160957,27062,17550,28106,591382.1104196481,4521301.144431888,18,T
20150,New York,NY,40.783636,-73.511438,108940,94885,72218,625600.9328475574,4515804.939485736,18,T
20151,New York,NY,40.7418349,-73.4754641,101047,300000,65861,628717.0582195272,4511216.715060514,18,T
20152,New York,NY,40.7077119,-73.4709938,114326,100957,73932,629160.468259361,4507435.282153622,18,T
20153,New York,NY,40.6852705,-73.4433534,123099,300000,66863,631539.5787594637,4504985.082688066,18,T
20154,New York,NY,40.8790153,-73.7020503,0,0,0,609360.2768863786,4526137.510915219,18,T
20155,New York,NY,40.7038083,-74.00501949999999,127951,119255,78081,584053.4987398011,4506353.799961245,18,T
20156,New York,NY,42.645086799999994,-73.7637113,43792,27273,41009,601346.5486763217,4722144.299946476,18,T
20157,New York,NY,40.704907399999996,-74.002583,140637,135377,77587,584257.9461267547,4506478.141163776,18,T
20158,New York,NY,40.7243901,-73.97861590000001,81840,64474,72267,586257.4756524754,4508664.115081936,18,T
20159,New York,NY,40.7223222,-73.9911397,71001,43966,74504,585202.4419271845,4508422.3372385455,18,T
20160,New York,NY,40.7205701,-73.9993912,144960,145427,91196,584507.7738847109,4508219.869057199,18,T
20161,New York,NY,40.8534896,-73.8635363,56102,43566,43384,595790.5856587559,4523114.692888477,18,T
20162,New York,NY,40.729416,-73.9923912,151406,152561,83977,585087.7097509839,4509208.583613149,18,T
20163,New York,NY,40.7304513,-74.0041205,116566,87816,81193,584095.908217649,4509312.208271515,18,T
20164,New York,NY,40.7380851,-74.00329659999998,133049,126377,81465,584155.8621718751,4510160.402093331,18,T
20165,New York,NY,40.7525143,-73.9617418,141016,145764,91282,587645.6185628332,4511802.815934242,18,T
20166,New York,NY,40.756374799999996,-73.98088609999999,130453,132578,71784,586024.5306744701,4512212.416680626,18,T
20167,New York,NY,40.7600894,-73.9582412,131608,121985,82136,587931.1475632988,4512647.211029668,18,T
20168,New York,NY,40.7634831,-73.96727890000001,145059,157495,88007,587163.8611529754,4513014.919946437,18,T
20169,New York,NY,40.7598407,-73.9841752,144183,150751,87850,585742.435904328,4512593.938198418,18,T
20170,New York,NY,40.7717078,-73.9993718,90737,66280,81527,584444.6972086863,4513896.536807217,18,T
20171,New York,NY,40.7698086,-73.984255,155052,171735,84650,585722.8901817629,4513700.372402352,18,T
20172,New York,NY,40.8450907,-73.8672583,49984,41307,42103,595488.9166059276,4522178.268706533,18,T
20173,New York,NY,40.7776648,-73.9398735,106946,83913,89037,589457.9502674885,4514616.787436252,18,T
20174,New York,NY,40.7856349,-73.9553223,179011,206953,80064,588143.7556198235,4515485.891300474,18,T
20175,New York,NY,40.7851959,-73.9731196,117287,101852,78912,586642.6706740184,4515419.423876771,18,T
20176,New York,NY,40.7944258,-73.9789459,97464,76085,78152,586139.1412738195,4516438.27740636,18,T
