Lat,Lon
43.810218,-76.02297800000002
41.84820300000001,-73.555575
42.070565,-76.16263599999998
40.588013,-73.72936
42.301697,-75.478883
40.606348,-73.64598199999998
41.447173,-74.118707
41.068236,-73.954937
43.480862,-75.329636
43.14944600000001,-75.98531
40.939444,-73.82644599999998
42.583882,-77.791523
42.89908,-74.56786899999999
43.134003,-74.48142299999998
42.467675,-76.488417
40.898546,-73.521919
42.171427,-75.85771899999997
43.084579,-75.376112
42.679002,-74.48523399999998
42.802175,-77.70111999999997
40.671987,-73.39386
42.35762800000001,-73.807989
44.716406,-73.396518
44.512052,-75.297688
44.011179,-76.042982
42.763423,-74.133129
40.729308,-73.41420500000002
40.675844,-73.436615
43.11221,-77.487176
41.054129,-73.814401
43.099465,-77.443069
40.637142,-73.203324
42.953384,-74.372869
40.90361400000001,-73.302468
40.712115,-73.660449
42.46933,-75.322609
43.049244,-74.345815
43.413407,-73.264393
40.864095,-73.363427
42.663379,-77.76666999999998
44.446385,-75.693499
40.897658,-73.161536
40.641996,-73.694393
41.91905,-74.033686
42.790135,-77.51479300000003
43.304735,-73.581587
40.621346,-73.75699
44.50474000000001,-73.48209399999998
41.930124,-73.996782
41.985218,-73.98975899999998
42.978006,-77.990874
40.685751,-73.37159399999999
41.775216,-74.65965
43.082032,-76.12626800000002
41.367091,-73.741535
43.717814,-76.066815
40.680909,-73.449689
41.450288,-74.389639
43.465218,-76.232574
40.882186,-73.558941
41.10947700000001,-74.076972
42.548118,-75.245292
42.976549,-75.58652099999998
42.513963,-73.61075
40.760048,-73.564891
41.14102800000001,-74.029368
42.020017,-76.370402
40.69034600000001,-73.539016
42.345537,-77.66065400000002
43.133853,-76.130571
40.978706,-72.34601500000002
43.217635,-77.27933399999998
41.471438,-74.539709
43.060864,-77.22971899999997
41.36695200000001,-73.576503
44.579326,-73.533292
41.609545,-74.296524
41.619788,-74.058596
40.953044,-73.090877
43.5854,-75.341412
43.302212,-75.152526
43.247903,-76.722852
41.928804,-73.91028399999998
42.156032,-77.079167
40.679422,-73.583372
40.996564,-72.28964599999998
41.807801,-73.788022
43.06671,-76.75954300000002
42.173212,-77.979508
42.910072,-76.798114
40.889409,-72.455563
42.947282,-76.428488
43.057292,-76.212452
40.68134000000001,-73.623334
41.028908,-73.933288
42.074123,-77.91228199999998
41.111983,-74.141382
40.90905,-73.049144
41.665846,-73.86747700000002
42.797952,-76.110106
40.775169,-73.727975
42.198052,-76.554511
42.653662,-73.934268
43.077194,-75.713656
41.63706,-74.263278
43.216363,-77.4219
43.973623,-75.621561
40.695816,-73.65045400000002
42.637982,-73.594371
42.330568,-75.971618
44.08372,-73.53706
41.576093,-74.485648
40.7014969,-73.97160229999999
40.6131411,-73.95312390000002
40.6087339,-73.95231740000001
40.7164576,-73.9592358
43.1671427,-74.2612368
40.7219984,-73.95933659999999
40.7262636,-73.9568789
40.730219,-73.957763
40.5992668,-73.93688259999998
40.7280487,-73.94883
40.5994398,-73.9515127
40.5940748,-73.9586719
40.7235304,-73.9429338
40.5930119,-73.9476257
40.5878962,-73.9362265
43.016001,-74.3628589
40.58394929999999,-73.94909609999998
40.5798725,-73.9557672
40.5923335,-73.93443909999998
40.6109971,-73.9402463
40.6199785,-73.93364659999997
40.6090466,-73.92808000000002
40.624995,-73.92720109999998
40.6172158,-73.9191004
40.6112503,-73.9170851
40.5932709,-73.8903599
40.6341061,-73.9270557
40.6240357,-73.93579890000002
40.6223292,-73.9431173
40.6214738,-73.9507115
40.6257185,-73.9564859
40.6316094,-73.953177
40.6378537,-73.9414429
40.6409778,-73.95369670000002
40.6527602,-73.9576551
40.6576399,-73.9534407
42.3971063,-74.0148155
40.6591131,-73.9445488
40.653453000000006,-73.95130970000002
40.645064700000006,-73.94897320000003
40.641524,-73.9416243
40.642285,-73.92745490000001
40.6486244,-73.9448276
40.811457,-73.9121722
40.654339,-73.92384659999998
40.6536754,-73.9366498
40.6615193,-73.93102259999998
40.657488,-73.9206765
42.2765146,-73.85924
40.6569877,-73.9154892
40.6580074,-73.9124095
40.6662474,-73.91981240000001
40.6713226,-73.9047719
40.6591038,-73.9091012
40.6552406,-73.90634969999998
40.6489251,-73.91901490000002
40.6446169,-73.92327970000002
40.6408221,-73.91168590000002
40.64726,-73.907353
43.0434447,-75.1518554
40.6430019,-73.89731529999997
40.6322533,-73.9008897
40.643853,-73.886645
40.6492206,-73.8805957
40.6588417,-73.875959
40.6573142,-73.8842981
40.6637279,-73.8859223
40.6621721,-73.89647070000002
40.6789955,-73.90102850000002
40.6739223,-73.8865225
43.0215612,-74.98507559999999
40.6688809,-73.8921624
40.6705099,-73.8811822
40.6827365,-73.883765
40.6879085,-73.8718976
40.6790412,-73.86591390000002
40.6758956,-73.87316340000002
40.6763414,-73.86436390000001
40.6637329,-73.86285670000002
40.6439742,-73.96718359999998
43.86318660000001,-75.63039300000001
44.0075967,-76.1096405
43.5813545,-75.5618852
42.8960249,-77.68824079999997
42.89588870000001,-77.6086725
42.7236954,-77.8752072
42.562809,-77.9425043
43.0982901,-75.6497099
43.1170389,-75.7631608
43.0386988,-75.83874499999997
42.9903103,-75.6855147
42.8152169,-75.5425157
43.985673,-75.8920376
43.1733854,-77.6085802
43.1963718,-77.6527415
43.1904633,-77.63516109999998
43.175525,-77.633088
43.150366,-77.5892577
43.1465154,-77.5817158
43.1366529,-77.59471190000002
43.1202701,-77.62714620000001
43.2109164,-77.61948149999998
43.1770269,-77.61807850000002
43.7374206,-76.0122762
43.173527,-77.5680322
43.1648975,-77.57599509999999
43.1638639,-77.55815770000002
43.1445622,-77.6421952
43.1384602,-77.64212679999999
43.1297641,-77.6467186
43.1564764,-77.5549234
43.178145,-77.5926286
43.1817958,-77.5670604
43.2234832,-77.6249452
40.6932903,-73.9877087
43.174607,-77.66409300000002
43.1560576,-77.60654770000002
43.16145220000001,-77.6442271
43.234879,-77.6008874
43.20340039999999,-77.60987990000002
43.20423510000001,-77.5921204
43.2109217,-77.5452573
43.197105,-77.5516421
43.1738706,-77.5431522
43.22216029999999,-77.4826547
40.6916164,-73.9776998
43.2508125,-77.4079813
43.1873625,-77.45093409999998
43.1430975,-77.40337779999999
43.1406444,-77.51018559999999
43.0618958,-77.44945329999999
43.0994653,-77.4430687
43.0888409,-77.4655933
43.113804,-77.52398690000003
43.0890894,-77.5288463
42.9911314,-77.5325184
40.6330732,-74.0485191
43.1290037,-77.5400086
43.129872,-77.5840252
43.1067086,-77.56876020000001
43.0845044,-77.5831821
43.0396701,-77.62673259999998
42.97132910000001,-77.6731429
43.2289273,-77.7280052
43.2420711,-77.65299870000003
43.249035600000006,-77.6401994
43.222649,-77.6507961
40.6167865,-74.0394733
43.2310289,-77.677947
43.1994234,-77.68300079999999
43.1719709,-77.71703029999998
43.1382879,-77.6884913
43.1150547,-77.70656109999999
43.0744693,-77.7435876
40.824997,-73.8778533
43.3181032,-77.78504790000002
43.1574111,-77.84894059999998
43.0772852,-77.8725573
43.24505960000001,-77.9324553
40.6321309,-74.0274985
43.1765843,-77.9255865
42.9503637,-74.2080854
42.9555653,-74.1660752
43.0045635,-74.682751
42.8719351,-74.4222167
40.8201073,-73.7470623
40.7863748,-73.7468768
40.7893844,-73.72031729999998
40.7751691,-73.7279751
40.8375595,-73.7102316
40.6770199,-73.9952238
40.8240114,-73.70329509999998
40.8098223,-73.7050448
40.7849771,-73.6948789
40.8032131,-73.6283882
40.7704286,-73.66033900000002
40.7796764,-73.60340090000003
40.7486674,-73.6919165
40.7354383,-73.6852949
40.74533579999999,-73.662178
40.7583531,-73.64422979999998
40.6433565,-74.0013789
40.7471425,-73.6510435
40.7487571,-73.62813349999998
40.7650481,-73.59042559999997
40.7595973,-73.58036240000001
40.7595706,-73.5730887
40.7249464,-73.6974348
40.7257277,-73.68558780000002
40.7022044,-73.72209740000002
40.6921611,-73.7035213
40.711805700000006,-73.68290390000001
40.6422528,-73.99567490000003
40.6986329,-73.6853916
40.6956088,-73.67342059999999
40.7121148,-73.660449
40.7014128,-73.65321390000003
40.6777325,-73.64971800000002
40.7292071,-73.6506968
40.720353,-73.63895240000002
40.7109138,-73.63517709999998
40.7159549,-73.61408349999998
40.6948293,-73.6167087
40.6817476,-73.9828507
40.7096428,-73.60271479999999
40.7046344,-73.59395090000002
40.6935666,-73.5881433
40.7367622,-73.57023609999997
40.707417,-73.5745946
40.70624829999999,-73.5557891
40.7191361,-73.55414640000002
40.6935665,-73.56339320000002
40.7397927,-73.5254468
40.7376174,-73.503282
40.6268984,-74.0225939
40.7265443,-73.5003762
40.7206369,-73.5137848
40.7121544,-73.49635909999998
40.6965204,-73.5055678
40.6820805,-73.71454940000002
40.6773176,-73.6740082
40.6670051,-73.71886190000002
40.6703756,-73.69101529999998
40.6531331,-73.69624240000002
40.6557909,-73.7185419
40.616707700000006,-74.012961
40.6252035,-73.7278329
40.63862039999999,-73.7212504
40.6299339,-73.6933835
40.6419957,-73.6943933
40.6531902,-73.6758303
40.6458189,-73.6664223
40.6542323,-73.64839609999999
40.66149220000001,-73.64137020000003
40.6813399,-73.623334
40.6272092,-73.6533873
40.6189797,-74.02687209999998
40.6304882,-73.64364559999999
40.6375195,-73.628331
40.6693142,-73.61080059999998
40.6465468,-73.6098142
40.6792734,-73.59149140000002
40.66870820000001,-73.5907793
40.6633563,-73.5837561
40.64991679999999,-73.58094809999999
40.6364669,-73.57924659999998
40.6833768,-73.5424561
40.6101331,-74.01263399999998
40.6887431,-73.53117320000001
40.6417899,-73.548625
40.645787,-73.5364381
40.6584973,-73.53189520000002
40.6793876,-73.5165815
40.6832976,-73.50258769999998
40.62606870000001,-73.68117729999999
40.58605670000001,-73.72509670000002
40.5920323,-73.6683683
40.590574,-73.6510657
40.687775,-73.9723679
40.6048438,-73.5586235
40.8779155,-73.62330990000002
40.8601978,-73.60624179999998
40.8275953,-73.6384693
40.8079116,-73.570122
40.9069174,-73.5105178
40.8332756,-73.8755275
40.8495235,-73.5288524
40.8293919,-73.5060245
40.7828712,-73.52551070000001
40.8037167,-73.50656
40.6284585,-73.9989281
40.7684143,-73.5406425
40.750755,-73.525735
40.7650004,-73.5139024
40.783636,-73.511438
40.788824700000006,-73.4577056
40.7693678,-73.48815
40.7623108,-73.48429990000002
40.7508283,-73.45838690000002
40.720834,-73.4763881
40.7295408,-73.4428568
40.62202,-74.0110215
40.7133944,-73.44985340000002
40.7137448,-73.4701386
40.6979377,-73.4756978
40.68840529999999,-73.4706593
40.65760039999999,-73.4640836
40.6845239,-73.4527175
40.6669221,-73.45432840000002
40.6318174,-73.4471934
40.6834505,-73.48848000000002
40.6900555,-74.04614240000002
40.6683548,-73.96046740000001
40.6903066,-74.017891
